UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_014,LEO,1839.4,6.976,4.876,-86.012,0.00118,658.478,18.263,9.0,4706.2,6.13,0.0,0.0,52.06,2.03
UE_015,LEO,1632.4,6.234,3.434,-86.783,0.00138,546.07,18.883,13.0,1828.1,5.44,0.0,0.0,47.02,1.68
UE_016,LEO,1212.8,8.979,3.979,-84.811,0.00108,587.337,9.086,9.0,3886.9,4.04,0.0,0.0,48.93,1.81
UE_017,LEO,965.4,10.686,5.386,-83.757,0.000165,700.617,11.436,2.3,3656.8,3.22,0.0,0.0,53.85,2.16
UE_018,LEO,823.6,12.32,9.42,-83.04,0.000182,1067.736,5.491,1.4,3472.8,2.75,0.0,0.0,67.97,3.29
UE_019,LEO,807.7,10.77,5.97,-83.915,0.000194,750.257,5.384,1.2,255.3,2.69,0.0,0.0,55.89,2.31
UE_000,LEO,820.7,10.347,6.247,-85.527,0.000158,774.251,5.471,1.6,-2334.4,2.74,0.0,0.0,56.86,2.38
UE_001,LEO,833.3,11.831,6.331,-84.484,0.000136,781.658,17.555,0.8,2607.8,2.78,0.0,0.0,57.16,2.41
UE_002,LEO,908.9,11.699,8.099,-83.55,0.000101,941.925,8.059,0.8,3511.6,3.03,0.0,0.0,63.35,2.9
UE_003,LEO,1153.1,8.171,2.371,-85.215,0.00103,470.215,13.687,14.0,4330.4,3.84,0.0,0.0,43.3,1.45
UE_004,LEO,1534.9,-5.905,-12.505,-92.052,0.099,25.625,11.233,57.0,-3283.4,5.12,18.0,13.04,0.0,0.08
UE_005,LEO,1787.1,-10.248,-14.148,-96.024,0.078,17.703,11.914,34.0,3770.3,5.96,17.0,17.26,0.0,0.05
UE_006,LEO,1680.0,7.897,5.597,-85.752,0.000163,718.38,24.2,0.1,4573.0,5.6,0.0,0.0,54.59,2.21
UE_007,LEO,1238.0,9.563,3.163,-85.519,0.00108,526.151,8.253,12.0,-3828.5,4.13,0.0,0.0,46.07,1.62
UE_008,LEO,968.7,11.162,5.662,-83.919,0.000187,723.954,17.458,2.0,-1201.9,3.23,0.0,0.0,54.82,2.23
UE_009,LEO,817.9,9.973,3.073,-84.513,0.00196,519.651,13.452,6.0,-3678.6,2.73,0.0,0.0,45.76,1.6
UE_010,LEO,837.5,9.312,3.812,-84.844,0.00141,574.577,13.583,5.0,2215.1,2.79,5.0,1.48,48.34,1.77
UE_011,LEO,940.3,11.164,7.564,-84.818,0.000144,892.299,19.269,1.0,-4051.1,3.13,0.0,0.0,61.47,2.75
UE_012,LEO,1167.4,8.999,3.799,-85.201,0.0011,573.538,9.782,11.0,4332.7,3.89,0.0,0.0,48.3,1.76
UE_013,LEO,1592.7,5.952,2.852,-86.524,0.00127,503.814,13.618,10.0,-4461.5,5.31,0.0,0.0,44.98,1.55
UE_014,LEO,1787.8,7.106,4.506,-86.547,0.00153,628.709,12.918,6.0,-2288.8,5.96,0.0,0.0,50.77,1.93
UE_015,LEO,1589.8,6.861,4.161,-85.869,0.00158,601.503,21.598,6.0,4354.5,5.3,0.0,0.0,49.56,1.85
UE_016,LEO,1215.2,7.268,3.468,-85.766,0.00126,548.596,20.101,6.0,4228.7,4.05,0.0,0.0,47.14,1.69
UE_017,LEO,949.2,9.7,4.2,-84.55,0.00154,604.497,6.328,10.0,3966.2,3.16,0.0,0.0,49.7,1.86
UE_018,LEO,828.2,10.078,6.078,-85.361,0.000101,759.56,19.521,1.0,-130.4,2.76,0.0,0.0,56.27,2.34
UE_019,LEO,838.7,10.383,5.283,-84.609,0.000115,692.017,5.591,1.2,-3763.4,2.8,0.0,0.0,53.49,2.13
UE_000,LEO,840.5,10.667,5.467,-84.567,0.00019,707.4,5.603,2.8,1292.4,2.8,0.0,0.0,54.13,2.18
UE_001,LEO,838.4,12.085,5.485,-84.157,0.000103,708.975,15.589,1.3,-3089.6,2.79,0.0,0.0,54.2,2.18
UE_002,LEO,955.3,9.256,4.856,-85.872,0.00121,656.893,11.369,5.0,1193.9,3.18,0.0,0.0,52.0,2.02
UE_003,LEO,1203.4,10.023,4.123,-84.888,0.0019,598.545,17.022,8.0,1944.3,4.01,0.0,0.0,49.43,1.84
UE_004,LEO,1633.9,-6.388,-12.088,-93.494,0.053,28.13,10.893,42.0,-4169.2,5.45,18.0,14.82,0.0,0.09
UE_005,LEO,1885.0,-13.176,-15.676,-96.388,0.071,12.52,12.567,56.0,1776.0,6.28,17.0,19.94,0.0,0.04
UE_006,LEO,1566.9,8.732,5.332,-86.234,0.00018,696.112,21.446,0.2,-2535.8,5.22,0.0,0.0,53.66,2.14
UE_007,LEO,1226.1,10.017,4.617,-85.391,0.00144,637.595,14.174,9.0,-388.4,4.09,0.0,0.0,51.16,1.96
UE_008,LEO,956.9,10.445,6.145,-85.677,0.000106,765.415,9.379,1.1,4086.1,3.19,0.0,0.0,56.51,2.36
UE_009,LEO,831.6,12.147,5.447,-84.327,0.000188,705.727,12.544,1.3,-3564.8,2.77,0.0,0.0,54.06,2.17
UE_010,LEO,835.2,8.238,3.438,-86.881,0.00162,546.392,8.568,13.0,-2659.2,2.78,5.0,1.48,47.03,1.68
UE_011,LEO,959.9,10.824,7.424,-83.888,0.0001,879.461,11.4,2.4,-3268.9,3.2,0.0,0.0,60.98,2.71
UE_012,LEO,1184.9,9.512,2.712,-85.244,0.00151,493.906,16.899,14.0,3662.2,3.95,0.0,0.0,44.49,1.52
UE_013,LEO,1575.3,8.006,4.106,-86.797,0.00158,597.175,14.502,5.0,2537.5,5.25,0.0,0.0,49.37,1.84
UE_014,LEO,1774.7,2.254,-1.046,-89.073,0.105,271.928,11.831,40.0,-3336.2,5.92,5.0,4.99,31.34,0.84
UE_015,LEO,1602.0,6.024,3.224,-87.388,0.00194,530.634,14.68,7.0,244.3,5.34,0.0,0.0,46.28,1.63
UE_016,LEO,1170.5,10.383,5.583,-84.609,0.000172,717.215,7.803,0.6,-4110.4,3.9,0.0,0.0,54.54,2.21
UE_017,LEO,932.0,9.025,2.925,-84.888,0.00118,508.969,16.213,13.0,-3944.3,3.11,0.0,0.0,45.24,1.57
UE_018,LEO,830.4,10.558,7.158,-83.821,0.000163,855.279,12.536,1.0,1157.0,2.77,0.0,0.0,60.05,2.63
UE_019,LEO,824.6,9.811,4.911,-85.695,0.00189,661.344,11.497,9.0,324.5,2.75,0.0,0.0,52.19,2.03
UE_000,LEO,809.1,2.014,-3.386,-89.293,0.101,176.991,19.394,47.0,-1010.3,2.7,29.0,8.24,23.15,0.54
UE_001,LEO,823.0,12.425,6.925,-84.787,0.000177,834.319,5.487,1.5,3219.7,2.74,0.0,0.0,59.24,2.57
UE_002,LEO,944.1,9.336,4.736,-85.632,0.00138,647.178,15.294,6.0,3154.8,3.15,0.0,0.0,51.58,1.99
UE_003,LEO,1201.2,9.334,4.034,-86.333,0.00171,591.599,8.008,13.0,-4216.2,4.0,0.0,0.0,49.12,1.82
UE_004,LEO,1597.8,-5.397,-11.197,-93.298,0.046,34.307,16.652,49.0,-2999.9,5.33,18.0,14.13,0.0,0.11
UE_005,LEO,1766.9,-11.106,-14.706,-94.753,0.068,15.603,25.779,48.0,-4042.6,5.89,17.0,16.77,0.0,0.05
UE_006,LEO,1524.5,6.267,3.167,-87.666,0.00164,526.462,24.163,9.0,4636.3,5.08,0.0,0.0,46.08,1.62
UE_007,LEO,1200.4,10.137,4.437,-84.031,0.00187,623.227,15.003,8.0,4260.8,4.0,0.0,0.0,50.53,1.92
UE_008,LEO,921.8,11.601,7.301,-83.8,0.00019,868.252,11.145,1.9,-1037.5,3.07,0.0,0.0,60.55,2.67
UE_009,LEO,813.7,11.813,5.313,-83.194,0.00017,694.526,5.424,1.3,-1896.9,2.71,0.0,0.0,53.59,2.14
UE_010,LEO,824.5,9.658,5.158,-85.371,0.000187,681.676,13.497,1.8,1273.4,2.75,5.0,1.45,53.05,2.1
UE_011,LEO,978.7,10.694,8.194,-84.653,0.000107,950.843,15.525,2.2,-4090.3,3.26,0.0,0.0,63.68,2.93
UE_012,LEO,1263.2,9.351,3.551,-84.425,0.00165,554.811,8.421,9.0,234.8,4.21,0.0,0.0,47.43,1.71
UE_013,LEO,1617.5,8.478,6.178,-85.561,0.000182,768.228,10.784,1.3,-4588.0,5.39,0.0,0.0,56.62,2.36
UE_014,LEO,1882.2,-0.069,-4.869,-89.535,0.057,132.262,17.548,49.0,-2918.5,6.27,5.0,5.84,17.96,0.41
UE_015,LEO,1579.2,6.294,4.194,-87.053,0.00135,604.027,17.528,9.0,1362.6,5.26,0.0,0.0,49.68,1.86
UE_016,LEO,1175.6,8.558,1.958,-86.621,0.00197,442.508,21.837,6.0,1066.4,3.92,0.0,0.0,41.85,1.36
UE_017,LEO,908.3,10.604,4.704,-85.298,0.0017,644.535,13.056,10.0,3371.5,3.03,0.0,0.0,51.46,1.98
UE_018,LEO,809.9,11.749,8.449,-85.126,0.000172,974.797,12.399,1.4,3641.2,2.7,0.0,0.0,64.57,3.0
UE_019,LEO,820.2,11.352,6.352,-83.824,0.000133,783.454,11.468,0.6,770.8,2.73,0.0,0.0,57.23,2.41
UE_000,LEO,807.6,2.047,-4.353,-88.877,0.033,146.575,5.384,53.0,1008.7,2.69,29.0,8.22,19.76,0.45
UE_001,LEO,821.7,12.138,5.638,-83.231,0.000118,721.862,12.478,0.9,3391.9,2.74,0.0,0.0,54.73,2.22
UE_002,LEO,949.7,11.296,7.596,-85.252,0.000193,895.239,6.332,0.4,4069.2,3.17,0.0,0.0,61.58,2.75
UE_003,LEO,1226.2,8.816,2.516,-85.492,0.00146,480.251,21.175,5.0,2228.1,4.09,0.0,0.0,43.81,1.48
UE_004,LEO,1681.4,-9.192,-14.392,-94.396,0.011,16.753,24.21,30.0,4648.1,5.6,18.0,15.78,0.0,0.05
UE_005,LEO,1796.0,-10.691,-13.391,-94.846,0.088,20.998,19.973,59.0,4005.3,5.99,17.0,17.48,0.0,0.06
UE_006,LEO,1576.3,7.603,4.403,-85.599,0.0013,620.474,21.509,6.0,-406.1,5.25,0.0,0.0,50.41,1.91
UE_007,LEO,1175.7,9.557,3.857,-84.621,0.00186,578.016,16.838,13.0,-4257.9,3.92,0.0,0.0,48.5,1.78
UE_008,LEO,915.8,10.646,6.246,-84.377,0.000193,774.236,19.105,1.1,1234.2,3.05,0.0,0.0,56.86,2.38
UE_009,LEO,809.5,11.452,5.252,-84.174,0.000183,689.47,5.397,2.2,-2103.4,2.7,0.0,0.0,53.38,2.12
UE_010,LEO,839.8,9.087,4.387,-85.257,0.00118,619.209,18.599,9.0,1291.6,2.8,5.0,1.49,50.35,1.91
UE_011,LEO,980.5,10.582,6.982,-84.309,0.000101,839.433,18.537,0.5,1876.8,3.27,0.0,0.0,59.44,2.58
UE_012,LEO,1238.4,8.561,3.361,-86.42,0.00132,540.688,8.256,8.0,-1156.1,4.13,0.0,0.0,46.76,1.66
UE_013,LEO,1659.8,6.154,2.354,-87.223,0.00192,469.087,22.065,10.0,-4017.8,5.53,0.0,0.0,43.24,1.44
UE_014,LEO,1800.8,2.397,-1.403,-89.201,0.078,255.358,12.005,54.0,-3618.8,6.0,5.0,5.18,30.09,0.79
UE_015,LEO,1523.9,6.369,4.069,-87.316,0.00198,594.307,20.16,9.0,81.0,5.08,0.0,0.0,49.24,1.83
UE_016,LEO,1136.4,10.357,4.157,-85.721,0.00138,601.168,17.576,10.0,-1203.3,3.79,0.0,0.0,49.55,1.85
UE_017,LEO,897.1,9.491,3.791,-86.254,0.00121,572.962,10.981,12.0,820.6,2.99,0.0,0.0,48.27,1.76
UE_018,LEO,807.3,11.973,8.273,-83.913,0.000197,958.235,5.382,2.4,-3653.7,2.69,0.0,0.0,63.96,2.95
UE_019,LEO,826.4,9.794,5.394,-85.503,0.000181,701.293,14.51,2.6,-65.1,2.75,0.0,0.0,53.88,2.16
UE_000,LEO,803.9,3.128,-3.072,-88.236,0.093,187.891,19.359,50.0,1306.3,2.68,29.0,8.18,24.25,0.58
UE_001,LEO,844.9,10.328,3.328,-84.536,0.00159,538.224,6.633,12.0,-3317.7,2.82,0.0,0.0,46.65,1.66
UE_002,LEO,1004.7,11.222,6.322,-84.789,0.000129,780.83,8.698,0.7,-1081.4,3.35,0.0,0.0,57.13,2.4
UE_003,LEO,1313.2,7.538,1.538,-86.531,0.00179,415.349,10.755,6.0,2659.5,4.38,0.0,0.0,40.38,1.28
UE_004,LEO,1622.7,-6.839,-9.739,-94.02,0.071,47.318,22.818,56.0,3128.6,5.41,18.0,14.6,0.91,0.15
UE_005,LEO,1809.7,-10.274,-12.674,-94.537,0.033,24.67,12.065,51.0,1381.7,6.03,17.0,17.82,0.0,0.08
UE_006,LEO,1530.7,8.847,5.247,-86.277,0.000177,689.035,11.205,0.5,-4522.7,5.1,0.0,0.0,53.36,2.12
UE_007,LEO,1155.0,9.761,3.361,-84.819,0.0019,540.703,7.7,10.0,3942.4,3.85,0.0,0.0,46.76,1.66
UE_008,LEO,901.0,9.361,5.461,-86.019,0.00018,706.94,13.006,2.9,69.1,3.0,0.0,0.0,54.11,2.18
UE_009,LEO,824.4,12.112,5.612,-84.244,0.000143,719.68,5.496,1.0,-3011.9,2.75,0.0,0.0,54.64,2.21
UE_010,LEO,851.6,9.757,6.157,-86.021,0.000159,766.485,19.677,1.3,-2964.7,2.84,5.0,1.51,56.55,2.36
UE_011,LEO,978.2,9.398,6.298,-84.501,0.000142,778.721,7.521,2.8,3801.2,3.26,0.0,0.0,57.04,2.4
UE_012,LEO,1314.8,9.732,4.032,-85.734,0.00198,591.447,8.765,12.0,-236.9,4.38,0.0,0.0,49.11,1.82
UE_013,LEO,1671.4,6.721,3.021,-87.34,0.00192,515.879,11.143,10.0,4619.5,5.57,0.0,0.0,45.57,1.59
UE_014,LEO,1793.5,1.67,-2.33,-90.165,0.103,215.906,11.956,51.0,3960.5,5.98,5.0,5.12,26.85,0.66
UE_015,LEO,1465.7,8.164,5.664,-85.818,0.000169,724.105,20.771,1.5,-3204.4,4.89,0.0,0.0,54.82,2.23
UE_016,LEO,1108.3,9.407,3.607,-85.296,0.00196,559.044,15.388,14.0,-3926.1,3.69,0.0,0.0,47.63,1.72
UE_017,LEO,884.9,10.589,3.889,-84.805,0.00159,580.442,5.899,6.0,3911.5,2.95,0.0,0.0,48.61,1.79
UE_018,LEO,828.2,9.977,6.377,-85.411,0.000118,785.698,5.521,0.2,-455.4,2.76,0.0,0.0,57.32,2.42
UE_019,LEO,853.6,11.352,6.752,-84.124,0.000123,818.803,5.69,1.4,-3404.8,2.85,0.0,0.0,58.63,2.52
UE_000,LEO,807.5,10.471,4.071,-85.364,0.00143,594.478,5.384,6.0,382.5,2.69,0.0,0.0,49.25,1.83
UE_001,LEO,833.7,12.427,6.027,-84.786,0.000116,755.203,13.558,1.7,3644.1,2.78,0.0,0.0,56.1,2.32
UE_002,LEO,993.2,10.897,5.797,-85.251,0.000186,735.415,6.622,2.5,3563.9,3.31,0.0,0.0,55.29,2.26
UE_003,LEO,1325.5,7.888,1.688,-85.556,0.00182,424.926,8.837,12.0,-4526.9,4.42,0.0,0.0,40.91,1.31
UE_004,LEO,1656.1,-9.294,-11.494,-94.347,0.106,32.112,18.041,48.0,1831.0,5.52,18.0,15.26,0.0,0.1
UE_005,LEO,1774.0,-9.295,-12.195,-95.647,0.017,27.466,11.827,42.0,-2706.1,5.91,17.0,16.94,0.0,0.08
UE_006,LEO,1476.1,8.028,4.728,-86.686,0.00166,646.536,15.841,6.0,-3588.8,4.92,0.0,0.0,51.55,1.99
UE_007,LEO,1128.9,8.896,2.896,-85.152,0.00138,506.941,7.526,9.0,3524.8,3.76,0.0,0.0,45.14,1.56
UE_008,LEO,883.6,10.1,4.8,-84.55,0.00144,652.309,5.891,9.0,3895.4,2.95,0.0,0.0,51.8,2.01
UE_009,LEO,808.4,11.063,4.863,-84.869,0.00117,657.417,14.389,6.0,446.4,2.69,0.0,0.0,52.02,2.02
UE_010,LEO,854.5,10.944,6.044,-84.928,0.000169,756.612,9.697,1.6,3013.5,2.85,0.0,0.0,56.15,2.33
UE_011,LEO,982.8,10.466,7.966,-85.667,0.00018,929.553,6.552,2.7,-4032.3,3.28,0.0,0.0,62.88,2.86
UE_012,LEO,1287.2,9.347,3.847,-84.727,0.00147,577.216,8.582,8.0,-4014.7,4.29,0.0,0.0,48.46,1.78
UE_013,LEO,1681.2,6.293,2.993,-87.053,0.00142,513.894,12.208,6.0,3488.1,5.6,0.0,0.0,45.48,1.58
UE_014,LEO,1770.5,1.394,-3.206,-89.703,0.019,183.185,19.803,40.0,-656.5,5.9,5.0,4.96,23.78,0.56
UE_015,LEO,1516.3,7.594,4.294,-85.703,0.00135,611.878,15.109,6.0,1355.4,5.05,0.0,0.0,50.03,1.88
UE_016,LEO,1124.4,8.42,3.02,-85.39,0.00171,515.835,7.496,6.0,-2496.0,3.75,0.0,0.0,45.57,1.59
UE_017,LEO,887.4,10.069,4.169,-84.065,0.00165,602.119,8.916,8.0,3915.3,2.96,0.0,0.0,49.59,1.85
UE_018,LEO,825.1,11.406,7.806,-84.397,0.000112,914.631,9.501,2.0,3724.9,2.75,0.0,0.0,62.32,2.81
UE_019,LEO,839.4,10.577,5.777,-84.212,0.000149,733.681,5.596,2.4,3765.7,2.8,0.0,0.0,55.22,2.26
UE_000,LEO,803.5,11.91,8.51,-84.345,0.000169,980.613,7.356,1.8,3302.1,2.68,0.0,0.0,64.79,3.02
UE_001,LEO,850.9,11.375,4.375,-83.412,0.00105,618.3,19.673,7.0,-2294.5,2.84,0.0,0.0,50.31,1.9
UE_002,LEO,1024.4,8.597,3.097,-86.002,0.00127,521.349,19.829,12.0,-4119.7,3.41,0.0,0.0,45.84,1.6
UE_003,LEO,1354.2,6.874,-0.126,-87.263,0.068,318.251,13.028,36.0,79.4,4.51,0.0,0.0,34.56,0.98
UE_004,LEO,1719.5,-8.635,-11.835,-93.617,0.017,29.765,15.464,58.0,3147.8,5.73,18.0,16.62,0.0,0.09
UE_005,LEO,1749.9,-10.066,-13.366,-95.033,0.03,21.117,16.666,50.0,-4198.5,5.83,17.0,16.37,0.0,0.06
UE_006,LEO,1451.8,8.112,5.112,-86.144,0.000144,677.895,12.679,3.0,-1423.4,4.84,0.0,0.0,52.89,2.09
UE_007,LEO,1112.7,7.783,2.683,-85.909,0.00139,491.853,14.418,13.0,-3595.9,3.71,0.0,0.0,44.39,1.51
UE_008,LEO,891.7,9.935,4.635,-84.233,0.00122,638.99,17.944,7.0,-3098.7,2.97,0.0,0.0,51.22,1.97
UE_009,LEO,810.0,11.247,5.447,-84.276,0.000144,705.761,5.4,1.5,1374.5,2.7,0.0,0.0,54.06,2.17
UE_010,LEO,859.6,9.9,6.1,-84.45,0.000166,761.456,7.731,1.0,3390.7,2.87,0.0,0.0,56.35,2.34
UE_011,LEO,1003.9,10.527,7.127,-84.936,0.000174,852.526,11.693,1.3,-3785.5,3.35,0.0,0.0,59.95,2.62
UE_012,LEO,1322.3,7.701,1.701,-86.449,0.0011,425.782,22.815,8.0,-4513.6,4.41,0.0,0.0,40.95,1.31
UE_013,LEO,1784.5,7.915,4.415,-87.043,0.00141,621.427,24.897,5.0,-3096.8,5.95,0.0,0.0,50.45,1.91
UE_014,LEO,1791.5,2.89,-1.91,-89.055,0.103,233.137,11.943,33.0,4721.9,5.97,5.0,5.11,28.31,0.72
UE_015,LEO,1470.8,6.647,3.447,-86.077,0.00178,547.03,22.805,12.0,-3914.1,4.9,0.0,0.0,47.06,1.68
UE_016,LEO,1108.3,8.507,2.007,-85.147,0.00171,445.735,15.389,6.0,2100.2,3.69,0.0,0.0,42.02,1.37
UE_017,LEO,874.6,11.474,4.674,-84.963,0.00109,642.115,5.831,10.0,1823.8,2.92,0.0,0.0,51.36,1.98
UE_018,LEO,802.9,12.816,9.916,-83.692,0.000117,1116.091,17.352,0.7,3481.9,2.68,0.0,0.0,69.71,3.43
UE_019,LEO,863.7,11.865,6.665,-83.168,0.000192,811.085,5.758,2.9,-536.2,2.88,0.0,0.0,58.33,2.5
UE_000,LEO,821.0,12.744,10.244,-83.628,1.99e-05,1148.364,13.473,0.5,-3389.5,2.74,0.0,0.0,70.86,3.53
UE_001,LEO,859.5,10.5,3.6,-84.75,0.00135,558.538,12.73,6.0,-3839.2,2.87,0.0,0.0,47.6,1.72
UE_002,LEO,1050.2,9.539,5.939,-84.931,0.00016,747.563,12.002,1.3,-74.2,3.5,0.0,0.0,55.79,2.3
UE_003,LEO,1383.3,8.362,2.862,-85.419,0.00185,504.508,9.222,12.0,2685.8,4.61,0.0,0.0,45.02,1.55
UE_004,LEO,1701.2,-9.474,-12.274,-94.837,0.03,26.982,16.341,41.0,-4653.6,5.67,18.0,16.21,0.0,0.08
UE_005,LEO,1775.5,-10.133,-13.133,-94.567,0.033,22.253,20.836,48.0,-4512.1,5.92,17.0,16.97,0.0,0.07
UE_006,LEO,1382.1,7.666,3.866,-85.767,0.00109,578.711,9.214,10.0,-949.9,4.61,0.0,0.0,48.53,1.78
UE_007,LEO,1069.5,8.725,3.425,-86.037,0.00137,545.441,20.13,12.0,1534.0,3.57,0.0,0.0,46.99,1.68
UE_008,LEO,886.0,10.18,5.18,-85.81,0.000141,683.485,5.907,0.7,-3392.2,2.95,0.0,0.0,53.13,2.1
UE_009,LEO,805.2,12.193,5.493,-83.903,0.000189,709.636,5.368,1.6,3641.6,2.68,0.0,0.0,54.23,2.18
UE_010,LEO,852.3,10.263,5.063,-84.069,0.000195,673.791,15.682,0.4,-3630.4,2.84,0.0,0.0,52.72,2.07
UE_011,LEO,1038.7,10.309,7.209,-84.846,0.000195,859.894,16.924,2.7,-735.3,3.46,0.0,0.0,60.23,2.65
UE_012,LEO,1371.2,6.808,-0.192,-86.596,0.013,314.753,10.141,46.0,-4134.8,4.57,0.0,0.0,34.33,0.97
UE_013,LEO,1707.1,7.721,4.921,-86.339,0.00119,662.193,17.381,12.0,-897.0,5.69,0.0,0.0,52.22,2.04
UE_014,LEO,1725.3,3.217,-1.383,-88.891,0.042,256.27,12.502,33.0,2493.7,5.75,5.0,4.65,30.16,0.79
UE_015,LEO,1426.6,9.202,6.702,-86.299,0.000106,814.39,17.511,1.7,3619.7,4.76,0.0,0.0,58.46,2.51
UE_016,LEO,1079.0,8.171,1.271,-85.215,0.00135,398.583,11.193,10.0,-299.5,3.6,0.0,0.0,39.45,1.23
UE_017,LEO,861.1,12.287,5.687,-83.056,0.000113,726.052,19.741,1.2,3656.4,2.87,0.0,0.0,54.91,2.23
UE_018,LEO,809.3,10.654,7.354,-84.673,0.000186,873.13,5.395,1.8,-2453.3,2.7,0.0,0.0,60.74,2.69
UE_019,LEO,873.0,9.487,5.187,-86.157,0.000101,684.039,5.82,2.9,3571.7,2.91,0.0,0.0,53.15,2.1
UE_000,LEO,826.5,10.393,7.493,-84.603,0.000162,885.838,10.51,1.9,2815.3,2.75,0.0,0.0,61.23,2.73
UE_001,LEO,868.9,11.621,6.021,-83.789,0.000145,754.668,5.793,1.3,-1934.1,2.9,0.0,0.0,56.07,2.32
UE_002,LEO,1061.6,10.471,5.871,-84.064,0.000176,741.772,7.077,1.2,-2911.5,3.54,0.0,0.0,55.55,2.28
UE_003,LEO,1440.5,7.152,0.652,-86.424,0.00159,361.538,9.603,9.0,-3674.2,4.8,0.0,0.0,37.28,1.11
UE_004,LEO,1718.1,-8.698,-11.298,-94.049,0.097,33.543,25.454,52.0,4617.5,5.73,18.0,16.59,0.0,0.1
UE_005,LEO,1715.0,-8.701,-10.901,-93.751,0.086,36.634,23.433,55.0,2629.9,5.72,17.0,15.6,0.0,0.11
UE_006,LEO,1429.9,8.39,4.79,-86.805,0.0019,651.546,9.533,6.0,-4494.7,4.77,0.0,0.0,51.77,2.0
UE_007,LEO,1039.8,9.702,4.402,-85.449,0.0012,620.405,14.932,9.0,3552.9,3.47,0.0,0.0,50.41,1.91
UE_008,LEO,862.4,9.776,4.776,-84.912,0.00195,650.407,10.749,6.0,-2422.0,2.87,0.0,0.0,51.72,2.0
UE_009,LEO,816.3,9.988,3.488,-84.106,0.00187,550.08,15.442,14.0,-3679.1,2.72,0.0,0.0,47.21,1.69
UE_010,LEO,858.4,11.01,6.41,-85.195,0.000196,788.577,12.723,1.6,1560.4,2.86,0.0,0.0,57.44,2.43
UE_011,LEO,1042.1,8.987,5.187,-84.606,0.000185,684.103,17.948,0.8,-881.5,3.47,0.0,0.0,53.16,2.1
UE_012,LEO,1441.3,8.35,2.05,-85.325,0.00137,448.57,9.609,13.0,3419.2,4.8,0.0,0.0,42.17,1.38
UE_013,LEO,1781.4,6.723,3.423,-86.339,0.00113,545.25,20.876,13.0,4242.0,5.94,0.0,0.0,46.98,1.68
UE_014,LEO,1813.4,0.27,-3.73,-90.165,0.011,165.604,16.09,32.0,4565.7,6.04,5.0,5.27,21.94,0.51
UE_015,LEO,1428.9,9.194,6.994,-86.303,0.000143,840.474,9.526,1.1,3519.7,4.76,0.0,0.0,59.48,2.59
UE_016,LEO,1048.8,8.147,1.847,-86.226,0.00136,435.248,15.992,6.0,4218.5,3.5,0.0,0.0,41.47,1.34
UE_017,LEO,850.1,12.182,6.882,-83.909,0.000166,830.427,5.667,2.6,-1177.4,2.83,0.0,0.0,59.09,2.56
UE_018,LEO,822.2,10.533,7.233,-85.234,0.000184,862.093,15.481,1.8,-1569.9,2.74,0.0,0.0,60.32,2.65
UE_019,LEO,869.4,10.117,4.717,-84.742,0.00137,645.605,12.796,10.0,-804.5,2.9,0.0,0.0,51.51,1.99
UE_000,LEO,806.7,12.479,10.079,-83.96,1.32e-05,1132.08,6.378,2.9,3647.4,2.69,0.0,0.0,70.28,3.48
UE_001,LEO,880.8,11.423,5.623,-83.989,0.000191,720.594,5.872,1.7,2945.1,2.94,0.0,0.0,54.68,2.22
UE_002,LEO,1092.7,9.893,6.293,-84.953,0.000105,778.313,7.285,0.6,-4183.9,3.64,0.0,0.0,57.03,2.39
UE_003,LEO,1442.3,8.546,2.646,-85.027,0.00172,489.252,17.616,5.0,-3722.7,4.81,0.0,0.0,44.26,1.51
UE_004,LEO,1765.2,-10.746,-12.846,-95.473,0.027,23.739,11.768,52.0,-3031.2,5.88,18.0,17.71,0.0,0.07
UE_005,LEO,1774.1,-11.097,-14.897,-94.648,0.04,14.944,16.827,54.0,-4614.8,5.91,17.0,16.94,0.0,0.05
UE_006,LEO,1327.0,8.382,6.082,-85.409,0.000147,759.961,20.846,0.5,-4232.9,4.42,0.0,0.0,56.29,2.34
UE_007,LEO,1046.6,10.061,4.561,-85.37,0.0012,633.054,7.977,7.0,3105.9,3.49,0.0,0.0,50.96,1.95
UE_008,LEO,868.0,11.029,7.229,-85.286,0.000141,861.71,5.787,1.3,-3087.1,2.89,0.0,0.0,60.3,2.65
UE_009,LEO,805.5,12.29,6.19,-83.855,0.00015,769.357,7.37,0.7,1600.7,2.69,0.0,0.0,56.67,2.37
UE_010,LEO,871.7,10.697,6.097,-84.251,0.000188,761.272,10.812,2.6,-1938.2,2.91,0.0,0.0,56.34,2.34
UE_011,LEO,1099.8,10.154,6.554,-84.123,0.000131,801.234,18.332,1.5,-1477.9,3.67,0.0,0.0,57.94,2.47
UE_012,LEO,1424.1,6.411,0.011,-86.195,0.00109,325.593,10.494,5.0,-1495.1,4.75,0.0,0.0,35.04,1.0
UE_013,LEO,1823.5,8.115,6.015,-85.242,0.000158,754.175,13.156,2.6,1923.4,6.08,0.0,0.0,56.05,2.32
