UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_009,LEO,1875.01,6.76,2.555,-82.995,0.01014303,482.947,13.11,24.38,-92.6,6.25,0.0,0.0,43.944,1.49
UE_010,LEO,2006.72,1.218,-1.082,-86.103,0.1000589,270.208,14.33,36.0,453.7,6.6891,11.91,4.35,31.212,0.83
UE_011,LEO,1995.94,2.799,-2.74,-84.867,0.10001519,200.047,14.0,20.15,445.8,6.6531,11.85,4.3,25.41,0.62
UE_012,LEO,2136.09,8.49,3.37,-81.916,0.01004693,541.386,14.63,7.99,383.2,7.1203,0.0,0.0,46.796,1.67
UE_013,LEO,1529.54,-8.258,-12.547,-90.655,0.10010443,25.382,10.89,31.9,360.0,5.0985,43.77,17.45,0.0,0.08
UE_014,LEO,1745.34,9.473,4.244,-80.756,0.01009154,607.983,12.42,11.0,283.7,5.8178,0.0,0.0,49.855,1.87
UE_015,LEO,1951.13,6.312,3.806,-83.695,0.01012827,574.059,13.22,36.34,246.3,6.5038,0.0,0.0,48.319,1.77
UE_016,LEO,1230.01,8.92,4.885,-81.274,0.01018648,659.209,8.56,30.52,422.6,4.1,0.0,0.0,52.096,2.03
UE_017,LEO,1570.17,6.063,0.636,-81.297,0.01001915,360.579,11.02,30.69,254.1,5.2339,0.0,0.0,37.225,1.11
UE_018,LEO,1406.39,10.402,4.277,-79.969,0.01004889,610.577,9.7,5.61,263.5,4.688,0.0,0.0,49.97,1.88
UE_019,LEO,1395.82,10.711,6.75,-81.924,0.0010758,818.657,10.15,5.91,-188.5,4.6527,0.0,0.0,58.625,2.52
UE_000,LEO,1911.37,10.758,6.878,-81.255,0.00100998,830.128,13.52,6.17,-440.9,6.3712,0.0,0.0,59.075,2.55
UE_001,LEO,2308.91,-7.724,-14.394,-90.236,0.10006077,16.743,15.98,32.59,77.7,7.6964,29.22,15.72,0.0,0.05
UE_002,LEO,1807.17,8.202,2.948,-82.207,0.01015767,510.613,12.21,42.65,-416.2,6.0239,0.0,0.0,45.317,1.57
UE_003,LEO,1574.84,9.587,6.421,-78.794,0.00113241,789.54,11.19,1.26,-424.4,5.2495,0.0,0.0,57.474,2.43
UE_004,LEO,2501.69,9.365,4.548,-81.236,0.01021506,632.024,16.71,32.17,183.0,8.339,0.0,0.0,50.917,1.94
UE_005,LEO,1854.03,9.87,5.665,-81.085,0.00113273,724.182,12.85,0.14,446.2,6.1801,0.0,0.0,54.828,2.23
UE_006,LEO,1582.5,7.536,3.21,-81.894,0.01023728,529.561,10.87,58.54,-380.5,5.275,0.0,0.0,46.233,1.63
UE_007,LEO,2377.22,7.264,3.222,-81.765,0.01010539,530.448,16.56,31.32,-312.6,7.9241,0.0,0.0,46.276,1.63
UE_008,LEO,2210.24,5.323,0.856,-83.514,0.01006795,373.508,15.19,13.07,-205.4,7.3675,10.99,4.32,37.998,1.15
UE_009,LEO,1397.94,10.308,7.247,-79.934,0.00104271,863.395,9.7,1.25,187.2,4.6598,0.0,0.0,60.365,2.66
UE_010,LEO,2144.95,2.016,-3.575,-84.267,0.10003452,170.663,14.54,56.29,-457.6,7.1498,11.91,4.65,22.488,0.53
UE_011,LEO,1214.67,8.752,3.768,-81.79,0.01000641,571.22,8.87,45.08,8.6,4.0489,11.85,2.62,48.189,1.76
UE_012,LEO,2398.49,7.214,3.756,-83.494,0.01004833,570.253,16.86,58.44,68.6,7.995,0.0,0.0,48.144,1.75
UE_013,LEO,1858.52,-10.775,-15.276,-89.521,0.10003766,13.713,12.95,51.24,-282.2,6.1951,43.77,21.2,0.0,0.04
UE_014,LEO,2168.63,8.431,4.086,-80.81,0.01004546,595.614,14.82,52.03,-276.1,7.2288,0.0,0.0,49.3,1.83
UE_015,LEO,1728.28,9.651,7.698,-81.554,0.00100047,904.646,12.45,1.65,-250.9,5.7609,0.0,0.0,61.942,2.78
UE_016,LEO,1922.01,7.746,4.089,-82.015,0.01000335,595.901,13.77,7.02,-325.5,6.4067,0.0,0.0,49.313,1.83
UE_017,LEO,1678.86,7.334,2.064,-81.369,0.01005899,449.562,11.8,46.6,18.0,5.5962,0.0,0.0,42.226,1.38
UE_018,LEO,2064.89,9.475,5.866,-80.337,0.00110947,741.348,14.3,0.67,222.2,6.883,0.0,0.0,55.532,2.28
UE_019,LEO,2498.27,8.77,2.121,-80.746,0.01013041,453.315,17.24,40.73,-202.2,8.3276,0.0,0.0,42.422,1.39
UE_000,LEO,2410.93,7.274,4.62,-83.202,0.01003635,637.802,16.43,28.55,-342.9,8.0364,0.0,0.0,51.17,1.96
UE_001,LEO,1455.83,3.312,-2.885,-84.845,0.10007968,194.658,10.45,33.95,398.7,4.8528,29.22,9.91,24.902,0.6
UE_002,LEO,2061.05,10.095,3.712,-81.591,0.01005803,566.968,14.36,46.78,448.7,6.8702,0.0,0.0,47.993,1.74
UE_003,LEO,2004.43,7.313,4.197,-83.772,0.01002545,604.293,13.76,37.38,-378.4,6.6814,0.0,0.0,49.69,1.86
UE_004,LEO,1492.05,8.019,3.95,-82.696,0.0100169,585.153,10.26,36.53,140.8,4.9735,0.0,0.0,48.826,1.8
UE_005,LEO,2022.16,6.709,2.662,-82.971,0.01000138,490.374,14.22,41.39,117.8,6.7405,0.0,0.0,44.317,1.51
UE_006,LEO,1809.5,8.429,5.436,-81.783,0.00108051,704.826,12.9,0.53,330.3,6.0317,0.0,0.0,54.026,2.17
UE_007,LEO,2351.11,7.249,3.119,-83.425,0.01000859,522.967,16.32,8.44,445.2,7.837,0.0,0.0,45.916,1.61
UE_008,LEO,1396.25,4.125,-1.14,-84.046,0.10016032,267.477,10.01,32.13,-349.7,4.6542,10.99,2.73,31.009,0.82
UE_009,LEO,1358.3,9.336,7.844,-80.283,0.00102103,918.179,9.08,0.79,125.1,4.5277,0.0,0.0,62.454,2.83
UE_010,LEO,1726.06,8.839,4.241,-80.484,0.01012978,607.733,12.04,8.74,-431.4,5.7535,11.91,3.74,49.843,1.87
UE_011,LEO,1639.56,5.764,1.112,-80.282,0.01003179,388.884,11.74,36.48,-125.1,5.4652,11.85,3.53,38.893,1.2
UE_012,LEO,2260.8,6.852,4.203,-83.499,0.01004096,604.787,15.58,56.94,-295.6,7.536,0.0,0.0,49.712,1.86
UE_013,LEO,1528.39,-8.194,-12.948,-89.603,0.10001083,23.198,10.48,24.47,-433.8,5.0946,43.77,17.43,0.0,0.07
UE_014,LEO,1304.6,11.199,7.852,-80.902,0.00104115,918.915,9.56,4.67,332.5,4.3487,0.0,0.0,62.482,2.83
UE_015,LEO,1983.49,9.417,5.443,-81.617,0.00107839,705.422,13.32,7.42,423.0,6.6116,0.0,0.0,54.051,2.17
UE_016,LEO,2113.66,7.411,4.426,-81.587,0.01006015,622.3,14.64,45.19,150.6,7.0455,0.0,0.0,50.49,1.91
UE_017,LEO,1939.61,7.816,1.38,-82.804,0.01010095,405.362,13.87,8.67,216.3,6.4654,0.0,0.0,39.829,1.25
UE_018,LEO,2562.59,8.448,5.732,-82.375,0.00104279,729.899,17.96,1.39,458.2,8.542,0.0,0.0,55.063,2.25
UE_019,LEO,1961.06,8.874,5.657,-80.26,0.00101979,723.531,14.06,1.35,-166.2,6.5369,0.0,0.0,54.801,2.23
UE_000,LEO,1842.68,9.171,4.647,-82.094,0.01008191,640.007,12.78,50.6,-314.1,6.1423,0.0,0.0,51.266,1.97
UE_001,LEO,1272.02,1.329,-4.135,-84.941,0.10005823,153.012,8.94,33.59,-124.6,4.2401,29.22,8.66,20.526,0.47
UE_002,LEO,1251.71,10.927,8.614,-80.154,0.00106122,990.475,8.37,0.81,252.1,4.1724,0.0,0.0,65.15,3.05
UE_003,LEO,2300.22,5.214,1.427,-82.758,0.0100876,408.302,15.73,5.37,-455.2,7.6674,0.0,0.0,39.993,1.26
UE_004,LEO,2108.22,10.093,5.98,-79.657,0.00103841,751.138,14.93,0.16,426.6,7.0274,0.0,0.0,55.931,2.31
UE_005,LEO,1705.0,9.452,3.899,-80.932,0.01007164,581.215,12.26,47.12,-347.2,5.6833,0.0,0.0,48.647,1.79
UE_006,LEO,2290.1,9.239,7.486,-81.331,0.00113425,885.193,15.68,11.37,452.4,7.6337,0.0,0.0,61.202,2.72
UE_007,LEO,2079.73,8.647,7.434,-80.798,0.001002,880.442,13.92,1.4,-352.5,6.9324,0.0,0.0,61.02,2.71
UE_008,LEO,2579.46,0.936,-3.266,-85.143,0.1000774,181.104,17.81,50.06,356.5,8.5982,10.99,5.04,23.57,0.56
UE_009,LEO,2393.6,9.538,6.272,-81.752,0.00103995,776.466,16.39,3.15,-362.4,7.9787,0.0,0.0,56.952,2.39
UE_010,LEO,1878.58,4.349,-0.073,-84.841,0.10007595,321.053,13.33,35.94,-285.9,6.2619,11.91,4.07,34.743,0.99
UE_011,LEO,2554.31,1.685,-5.095,-85.157,0.10000193,126.394,17.34,19.39,-232.1,8.5144,11.85,5.5,17.168,0.39
UE_012,LEO,1846.34,9.706,6.826,-81.76,0.00104979,825.412,12.35,7.86,-317.1,6.1545,0.0,0.0,58.89,2.54
UE_013,LEO,1466.97,-7.81,-13.293,-88.11,0.10002689,21.467,10.57,46.91,-321.0,4.8899,43.77,16.73,0.0,0.07
UE_014,LEO,2224.7,8.24,3.443,-79.79,0.01002995,546.802,14.85,11.74,-191.1,7.4157,0.0,0.0,47.052,1.68
UE_015,LEO,1393.32,9.448,8.247,-81.406,0.00116916,955.807,9.79,15.06,203.5,4.6444,0.0,0.0,63.865,2.94
UE_016,LEO,2473.0,7.48,4.717,-81.902,0.01002524,645.625,16.74,40.23,-458.5,8.2433,0.0,0.0,51.51,1.99
UE_017,LEO,1435.67,7.819,4.539,-81.788,0.01004665,631.348,10.15,12.06,258.8,4.7856,0.0,0.0,50.888,1.94
UE_018,LEO,2107.25,9.529,4.926,-79.483,0.0100611,662.553,14.53,15.38,-456.1,7.0242,0.0,0.0,52.239,2.04
UE_019,LEO,2085.36,11.456,8.089,-80.033,0.00106043,941.026,14.85,1.08,-147.3,6.9512,0.0,0.0,63.313,2.9
UE_000,LEO,2304.42,8.291,2.837,-80.745,0.01008554,502.747,15.9,10.28,21.5,7.6814,0.0,0.0,44.931,1.55
UE_001,LEO,1568.44,-2.306,-6.025,-88.647,0.10007702,104.54,10.99,46.49,-60.5,5.2281,29.22,10.68,13.914,0.32
UE_002,LEO,1218.29,12.921,6.767,-79.53,0.00113964,820.138,8.32,10.81,394.3,4.061,0.0,0.0,58.683,2.52
UE_003,LEO,2434.88,9.096,7.043,-81.766,0.00110874,844.925,16.39,7.12,-43.4,8.1163,0.0,0.0,59.651,2.6
UE_004,LEO,1710.16,7.272,2.685,-83.71,0.01000788,491.973,12.31,26.21,406.1,5.7005,0.0,0.0,44.396,1.51
UE_005,LEO,2264.58,7.705,3.183,-83.764,0.0100013,527.593,15.43,34.91,97.6,7.5486,0.0,0.0,46.139,1.62
UE_006,LEO,1243.92,12.128,9.7,-81.832,0.00100117,1094.94,8.87,3.54,-415.0,4.1464,0.0,0.0,68.949,3.37
UE_007,LEO,1689.54,9.1,4.845,-80.518,0.01001132,655.966,11.81,22.69,-305.6,5.6318,0.0,0.0,51.957,2.02
UE_008,LEO,2365.04,4.841,0.276,-82.705,0.01000933,340.153,15.86,21.95,-345.4,7.8835,10.99,4.62,35.967,1.05
UE_009,LEO,1509.22,11.298,7.787,-82.184,0.00110954,912.875,10.87,14.67,-119.1,5.0307,0.0,0.0,62.254,2.81
UE_010,LEO,1666.23,6.615,3.108,-81.865,0.01000857,522.144,11.16,30.97,-112.5,5.5541,11.91,3.61,45.877,1.61
UE_011,LEO,2069.39,3.372,-1.492,-84.814,0.10009793,251.33,14.42,44.1,-242.7,6.898,11.85,4.46,29.777,0.77
UE_012,LEO,1349.28,12.095,9.674,-78.534,0.00111269,1092.462,9.51,11.16,423.9,4.4976,0.0,0.0,68.86,3.36
UE_013,LEO,2329.76,-17.535,-23.682,-94.897,0.10012983,2.004,16.17,47.5,376.6,7.7659,43.77,26.57,0.0,0.01
UE_014,LEO,1359.81,10.429,4.424,-79.936,0.0100416,622.205,9.16,37.22,416.1,4.5327,0.0,0.0,50.486,1.91
UE_015,LEO,2031.48,6.318,2.374,-84.154,0.01000353,470.436,13.58,51.85,456.0,6.7716,0.0,0.0,43.308,1.45
UE_016,LEO,1769.34,9.655,5.01,-82.631,0.00100138,669.473,12.71,0.16,340.7,5.8978,0.0,0.0,52.535,2.06
UE_017,LEO,1747.24,11.288,6.057,-81.616,0.00107441,757.736,12.5,2.52,-101.8,5.8241,0.0,0.0,56.198,2.33
UE_018,LEO,1639.18,8.894,6.421,-81.092,0.00115994,789.552,11.56,8.32,387.7,5.4639,0.0,0.0,57.475,2.43
UE_019,LEO,1758.66,8.824,4.435,-82.048,0.0100544,623.043,12.15,24.47,6.7,5.8622,0.0,0.0,50.522,1.92
UE_000,LEO,2069.01,8.403,6.174,-81.252,0.00100197,767.926,13.96,0.69,365.8,6.8967,0.0,0.0,56.609,2.36
UE_001,LEO,1520.09,0.129,-3.299,-86.161,0.10000052,179.957,10.27,53.28,433.0,5.067,29.22,10.35,23.454,0.55
UE_002,LEO,1985.46,6.518,1.602,-81.115,0.01004264,419.438,13.62,57.51,-392.2,6.6182,0.0,0.0,40.609,1.29
UE_003,LEO,1914.52,11.792,9.322,-79.824,0.0010138,1058.284,13.29,3.07,422.2,6.3817,0.0,0.0,67.628,3.26
UE_004,LEO,1748.91,7.127,3.815,-82.368,0.01017627,574.802,12.21,17.62,416.0,5.8297,0.0,0.0,48.353,1.77
UE_005,LEO,1505.09,9.955,5.069,-81.894,0.00101606,674.299,10.69,2.29,379.4,5.017,0.0,0.0,52.741,2.07
UE_006,LEO,2252.61,6.712,2.867,-84.646,0.01000588,504.832,15.1,15.78,437.6,7.5087,0.0,0.0,45.033,1.55
UE_007,LEO,2148.58,5.734,2.283,-82.297,0.01006026,464.256,15.14,56.1,432.8,7.1619,0.0,0.0,42.991,1.43
UE_008,LEO,2455.37,3.393,-0.88,-82.799,0.10003899,279.904,16.84,21.04,395.8,8.1846,10.99,4.8,31.92,0.86
UE_009,LEO,1838.74,6.471,2.565,-84.426,0.01004766,483.614,12.7,45.4,-395.6,6.1291,0.0,0.0,43.977,1.49
UE_010,LEO,1517.33,1.231,-3.772,-85.373,0.1001078,164.283,10.23,46.24,-303.5,5.0578,11.91,3.29,21.799,0.51
UE_011,LEO,1306.6,5.948,1.777,-84.146,0.01004573,430.673,9.27,52.58,-407.8,4.3553,11.85,2.81,41.22,1.33
UE_012,LEO,1684.74,10.311,6.938,-78.441,0.00110954,835.474,11.75,1.99,-128.4,5.6158,0.0,0.0,59.283,2.57
UE_013,LEO,2526.78,-21.736,-25.628,-97.78,0.1000409,1.281,16.97,39.27,-425.6,8.4226,43.77,28.82,0.0,0.0
UE_014,LEO,2251.79,7.061,0.727,-83.377,0.01000147,365.897,15.32,33.5,-433.5,7.506,0.0,0.0,37.545,1.13
UE_015,LEO,1630.42,9.496,5.812,-82.455,0.00103564,736.693,11.06,1.34,441.0,5.4347,0.0,0.0,55.342,2.27
UE_016,LEO,1867.34,8.437,4.469,-84.034,0.0100141,625.73,13.19,23.75,-204.8,6.2245,0.0,0.0,50.641,1.93
UE_017,LEO,1678.17,9.755,5.343,-82.061,0.00115412,697.053,12.04,4.99,41.8,5.5939,0.0,0.0,53.701,2.14
UE_018,LEO,1738.81,6.699,4.864,-81.649,0.01006169,657.513,11.88,13.06,-19.2,5.796,0.0,0.0,52.023,2.02
UE_019,LEO,1374.05,4.948,1.029,-85.044,0.01008277,383.812,9.42,21.91,-16.5,4.5802,0.0,0.0,38.6,1.18
UE_000,LEO,2019.04,8.541,5.856,-80.148,0.00103727,740.491,13.56,6.34,-143.3,6.7301,0.0,0.0,55.497,2.28
UE_001,LEO,2490.64,-10.469,-15.024,-90.834,0.10004329,14.518,16.92,18.56,-40.2,8.3021,29.22,16.96,0.0,0.04
UE_002,LEO,1293.34,12.878,8.249,-77.902,0.00106507,955.976,9.29,0.74,192.5,4.3111,0.0,0.0,63.872,2.94
UE_003,LEO,1267.14,7.914,3.841,-81.48,0.01000704,576.797,8.7,54.15,-371.4,4.2238,0.0,0.0,48.445,1.77
UE_004,LEO,1626.0,7.395,3.404,-81.423,0.01014469,543.877,11.33,56.86,396.7,5.42,0.0,0.0,46.914,1.67
UE_005,LEO,2380.41,10.392,5.965,-80.211,0.00100013,749.871,16.25,4.45,58.0,7.9347,0.0,0.0,55.879,2.31
UE_006,LEO,1333.88,11.273,8.67,-81.331,0.00108262,995.711,9.27,0.1,170.5,4.4463,0.0,0.0,65.343,3.06
UE_007,LEO,2523.14,7.064,3.822,-83.201,0.01002802,575.301,17.29,15.14,-18.2,8.4105,0.0,0.0,48.376,1.77
UE_008,LEO,1795.64,7.366,2.753,-81.656,0.01011696,496.793,12.69,9.79,-79.6,5.9855,10.99,3.51,44.636,1.53
UE_009,LEO,1573.98,10.016,6.204,-79.331,0.00105161,770.563,10.51,3.92,-322.3,5.2466,0.0,0.0,56.715,2.37
UE_010,LEO,1208.07,8.033,4.481,-80.819,0.01002504,626.717,8.7,40.48,271.5,4.0269,11.91,2.62,50.684,1.93
UE_011,LEO,1618.73,3.321,-2.672,-81.675,0.10001,202.603,11.15,20.11,368.8,5.3958,11.85,3.48,25.648,0.62
UE_012,LEO,2400.01,8.792,4.727,-81.264,0.01013302,646.405,16.77,34.3,-375.7,8.0,0.0,0.0,51.544,1.99
UE_013,LEO,2400.47,4.947,1.156,-83.326,0.01003233,391.53,16.88,14.44,307.9,8.0016,0.0,0.0,39.045,1.2
UE_014,LEO,1751.66,11.943,6.681,-80.499,0.00101745,812.488,12.2,1.14,-444.9,5.8389,0.0,0.0,58.383,2.5
UE_015,LEO,1949.14,8.41,4.579,-83.245,0.01014806,634.506,13.88,25.66,453.9,6.4971,0.0,0.0,51.026,1.95
UE_016,LEO,1957.23,7.086,3.148,-83.432,0.01019659,525.107,13.76,57.87,-83.7,6.5241,0.0,0.0,46.02,1.62
UE_017,LEO,2113.0,8.271,1.924,-82.293,0.01013931,440.297,14.12,55.11,66.4,7.0433,0.0,0.0,41.735,1.35
UE_018,LEO,2302.7,6.401,3.04,-81.612,0.01003423,517.218,15.6,5.17,-453.7,7.6757,0.0,0.0,45.638,1.59
UE_019,LEO,1230.66,8.534,4.757,-81.886,0.01000524,648.863,8.47,43.51,18.2,4.1022,0.0,0.0,51.65,2.0
UE_000,LEO,1374.13,11.223,8.463,-80.481,0.00101419,976.18,9.24,1.91,-277.2,4.5804,0.0,0.0,64.622,3.0
UE_001,LEO,1918.54,-4.758,-7.208,-89.364,0.10004368,81.637,12.97,39.46,450.6,6.3951,29.22,13.06,9.772,0.25
UE_002,LEO,1728.66,7.032,1.279,-82.615,0.01001477,399.079,12.52,14.9,-438.0,5.7622,0.0,0.0,39.475,1.23
UE_003,LEO,1489.42,5.302,2.071,-81.584,0.01001424,450.008,10.54,22.49,10.4,4.9647,0.0,0.0,42.249,1.38
UE_004,LEO,1566.41,8.846,4.278,-82.501,0.01001069,610.64,10.83,7.42,427.9,5.2214,0.0,0.0,49.973,1.88
UE_005,LEO,2019.19,8.946,5.685,-82.269,0.00112967,725.853,13.67,2.56,454.9,6.7306,0.0,0.0,54.897,2.23
UE_006,LEO,2380.69,6.85,4.662,-81.422,0.01001814,641.161,16.53,24.77,395.8,7.9356,0.0,0.0,51.316,1.97
UE_007,LEO,2025.59,8.378,4.046,-81.832,0.01012157,592.562,14.27,51.51,147.5,6.752,0.0,0.0,49.162,1.82
UE_008,LEO,2545.94,2.096,-2.245,-85.48,0.10010133,219.293,17.74,50.55,-179.3,8.4865,10.99,4.98,27.142,0.67
UE_009,LEO,1335.17,10.811,8.783,-78.712,0.0012582,1006.55,9.52,0.98,-387.2,4.4506,0.0,0.0,65.742,3.1
UE_010,LEO,1808.08,5.255,0.639,-82.903,0.01007364,360.774,12.43,8.34,356.8,6.0269,11.91,3.92,37.237,1.11
UE_011,LEO,1235.7,8.1,3.295,-81.427,0.01007525,535.832,8.39,18.78,-160.3,4.119,11.85,2.66,46.533,1.65
UE_012,LEO,1215.5,9.483,6.946,-81.627,0.00100504,836.182,8.8,3.7,388.6,4.0517,0.0,0.0,59.311,2.57
UE_013,LEO,1360.24,12.522,7.252,-78.989,0.00107438,863.8,9.86,6.4,-346.6,4.5341,0.0,0.0,60.381,2.66
UE_014,LEO,2051.21,7.941,2.05,-81.509,0.01010663,448.604,14.11,27.67,-361.3,6.8374,0.0,0.0,42.175,1.38
UE_015,LEO,2204.06,6.369,4.087,-82.527,0.01001106,595.735,14.85,24.48,-76.2,7.3469,0.0,0.0,49.305,1.83
UE_016,LEO,1603.95,8.719,4.992,-82.283,0.01030262,668.02,10.74,11.87,-394.7,5.3465,0.0,0.0,52.473,2.06
UE_017,LEO,2253.46,5.936,-1.611,-82.74,0.10000892,246.066,15.21,19.03,-209.0,7.5115,0.0,0.0,29.362,0.76
UE_018,LEO,1704.0,9.674,3.818,-82.997,0.01004452,574.979,11.55,39.9,104.7,5.68,0.0,0.0,48.362,1.77
UE_019,LEO,1646.87,10.325,4.509,-80.389,0.01002458,628.921,11.88,35.52,-198.0,5.4896,0.0,0.0,50.781,1.94
UE_000,LEO,1417.85,9.893,6.867,-81.071,0.00100223,829.083,10.32,3.58,170.4,4.7262,0.0,0.0,59.034,2.55
UE_001,LEO,1650.91,-2.778,-5.881,-87.651,0.10011868,107.684,11.46,26.5,-254.5,5.503,29.22,11.24,14.417,0.33
UE_002,LEO,1640.56,8.343,4.062,-83.611,0.01002264,593.779,11.75,41.35,380.4,5.4685,0.0,0.0,49.217,1.83
UE_003,LEO,2065.1,7.615,3.218,-81.08,0.01006401,530.144,14.3,28.12,395.8,6.8837,0.0,0.0,46.261,1.63
UE_004,LEO,1770.98,7.612,4.913,-82.033,0.01007798,661.539,12.02,44.7,369.2,5.9033,0.0,0.0,52.196,2.04
UE_005,LEO,1309.59,7.486,1.687,-80.171,0.0100854,424.865,8.96,46.05,309.0,4.3653,0.0,0.0,40.905,1.31
UE_006,LEO,2179.76,6.418,3.643,-83.787,0.01013938,561.73,14.74,46.96,-45.5,7.2659,0.0,0.0,47.75,1.73
UE_007,LEO,2299.23,4.466,0.741,-83.507,0.01011126,366.716,16.07,16.58,414.5,7.6641,0.0,0.0,37.594,1.13
UE_008,LEO,2309.86,2.933,-1.692,-86.312,0.10012796,242.509,15.73,47.34,446.8,7.6995,10.99,4.52,29.078,0.75
UE_009,LEO,1603.95,8.882,5.049,-82.022,0.00100201,672.68,10.92,3.35,-18.1,5.3465,0.0,0.0,52.672,2.07
UE_010,LEO,1794.93,4.061,0.226,-84.425,0.01010774,337.332,12.66,24.55,-57.5,5.9831,11.91,3.89,35.789,1.04
UE_011,LEO,1720.31,7.73,1.908,-82.893,0.0100177,439.224,12.33,55.66,437.3,5.7344,0.0,0.0,41.678,1.35
UE_012,LEO,2164.95,8.291,4.731,-81.867,0.01003806,646.783,15.4,24.01,-190.0,7.2165,0.0,0.0,51.56,1.99
UE_013,LEO,1886.26,9.398,5.282,-82.09,0.00107871,691.927,12.95,11.78,-410.4,6.2875,0.0,0.0,53.486,2.13
UE_014,LEO,2523.78,6.904,2.06,-81.559,0.01005376,449.258,17.78,44.08,61.6,8.4126,0.0,0.0,42.21,1.38
UE_015,LEO,2096.45,7.014,2.555,-81.973,0.01011777,482.95,14.13,45.44,-425.9,6.9882,0.0,0.0,43.944,1.49
UE_016,LEO,1858.3,7.76,3.961,-80.974,0.01012858,585.936,12.71,53.14,-105.7,6.1943,0.0,0.0,48.862,1.8
UE_017,LEO,1224.06,10.483,4.973,-81.959,0.01019586,666.469,8.2,16.52,121.7,4.0802,0.0,0.0,52.407,2.05
UE_018,LEO,1228.37,9.938,7.616,-80.834,0.00104956,897.115,8.33,4.65,382.8,4.0946,0.0,0.0,61.656,2.76
UE_019,LEO,2014.98,6.996,0.699,-82.753,0.0101061,364.248,13.53,48.91,-110.1,6.7166,0.0,0.0,37.446,1.12
UE_000,LEO,2034.84,7.388,4.84,-83.431,0.01002941,655.602,14.12,54.21,450.3,6.7828,0.0,0.0,51.941,2.02
UE_001,LEO,1338.21,-0.364,-4.516,-85.979,0.10006909,141.918,9.33,17.46,-64.4,4.4607,29.22,9.11,19.193,0.44
UE_002,LEO,1386.28,9.132,2.995,-82.955,0.01010825,514.036,9.36,19.26,-434.6,4.6209,0.0,0.0,45.484,1.58
UE_003,LEO,1484.08,8.225,5.74,-83.479,0.00115699,730.583,9.93,3.55,69.4,4.9469,0.0,0.0,55.091,2.25
UE_004,LEO,1650.59,7.993,4.099,-80.248,0.0102128,596.634,11.55,28.79,-384.9,5.502,0.0,0.0,49.346,1.84
UE_005,LEO,1970.63,8.346,2.827,-83.743,0.01011248,502.015,14.1,41.67,-423.2,6.5688,0.0,0.0,44.895,1.54
UE_006,LEO,2094.41,7.445,4.912,-82.19,0.01013125,661.417,14.14,33.98,-456.0,6.9814,0.0,0.0,52.191,2.04
UE_007,LEO,1460.68,6.767,3.185,-82.812,0.01016114,527.773,10.13,23.24,-243.6,4.8689,0.0,0.0,46.148,1.62
UE_008,LEO,2310.34,2.812,-1.045,-84.05,0.10008216,271.984,15.61,43.73,235.4,7.7011,10.99,4.52,31.343,0.84
UE_009,LEO,2351.43,8.455,5.91,-84.064,0.00102369,745.078,15.71,7.24,-176.6,7.8381,0.0,0.0,55.684,2.29
UE_010,LEO,2430.23,6.64,2.399,-82.978,0.01010394,472.133,16.28,29.57,387.7,8.1008,0.0,0.0,43.395,1.45
UE_011,LEO,1446.38,10.101,4.202,-81.803,0.01001128,604.646,9.94,23.28,-419.4,4.8213,0.0,0.0,49.705,1.86
UE_012,LEO,1835.7,9.895,8.46,-80.881,0.00101243,975.809,12.71,0.45,-34.0,6.119,0.0,0.0,64.608,3.0
UE_013,LEO,2094.38,6.996,2.755,-81.424,0.01002213,496.919,14.84,52.46,388.5,6.9813,0.0,0.0,44.642,1.53
UE_014,LEO,1661.63,8.306,3.026,-82.1,0.01009912,516.247,11.66,5.79,436.8,5.5388,0.0,0.0,45.591,1.59
UE_015,LEO,2056.74,10.725,7.176,-79.853,0.00110185,856.904,14.32,34.42,-303.9,6.8558,0.0,0.0,60.115,2.64
UE_016,LEO,1309.62,10.565,7.506,-82.368,0.00105123,886.973,9.43,12.32,-424.4,4.3654,0.0,0.0,61.27,2.73
UE_017,LEO,1811.28,8.378,3.956,-82.953,0.01012963,585.567,12.64,37.76,-171.5,6.0376,0.0,0.0,48.845,1.8
UE_018,LEO,1504.25,9.656,4.646,-82.855,0.01018052,639.914,10.6,39.89,-67.9,5.0142,0.0,0.0,51.262,1.97
UE_019,LEO,2441.68,10.027,5.456,-79.987,0.00110338,706.545,17.25,2.74,-331.8,8.1389,0.0,0.0,54.097,2.17
UE_000,LEO,2475.67,6.331,4.26,-82.022,0.01024032,609.233,16.68,57.01,114.5,8.2522,0.0,0.0,49.91,1.87
UE_001,LEO,1316.86,13.681,10.375,-79.123,0.00013573,1161.254,8.92,1.91,-405.9,4.3895,0.0,0.0,71.312,3.57
UE_002,LEO,1327.46,13.04,9.043,-78.467,0.00114385,1031.364,9.76,4.86,368.6,4.4249,0.0,0.0,66.65,3.17
UE_003,LEO,1927.6,8.105,5.432,-82.406,0.00118392,704.494,13.77,0.7,275.0,6.4253,0.0,0.0,54.012,2.17
UE_004,LEO,1834.32,8.029,3.872,-82.465,0.0100201,579.126,13.11,6.85,391.6,6.1144,0.0,0.0,48.551,1.78
