UE_ID,network_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_013,LEO,1781.3,7.323,4.323,-87.039,0.00119,614.18,11.875,13.0,-3158.0,5.94,0.0,0.0,50.13,1.89,6.421914907910055,2.924453038242516,2.639057329615259
UE_014,LEO,1607.6,6.407,-0.593,-87.096,0.059,294.092,17.717,40.0,-4635.7,5.36,0.0,0.0,32.93,0.9,5.687287172127004,1.229147988350495,3.713572066704308
UE_015,LEO,1200.2,8.738,5.038,-85.531,0.000139,671.797,10.001,2.3,4431.6,4.0,0.0,0.0,52.63,2.07,6.5114436496713894,3.8569851966214843,1.1939224684724346
UE_016,LEO,936.0,8.995,2.695,-85.102,0.00171,492.717,6.24,11.0,70.5,3.12,0.0,0.0,44.43,1.52,6.2019624785387055,2.7670038893538726,2.4849066497880004
UE_017,LEO,810.1,9.946,3.646,-85.527,0.00186,561.998,5.401,10.0,2549.1,2.7,0.0,0.0,47.76,1.73,6.333276075735512,2.730487055548592,2.3978952727983707
UE_018,LEO,835.0,10.716,8.416,-85.442,0.00011,971.651,18.567,1.4,1936.6,2.78,0.0,0.0,64.45,2.99,6.880025333362354,3.9586073108936435,0.8754687373538999
UE_019,LEO,964.7,10.791,5.891,-83.805,0.00016,743.426,18.431,2.5,3048.9,3.22,0.0,0.0,55.62,2.29,6.612613451616502,3.7958800146297347,1.252762968495368
UE_000,LEO,839.5,10.975,8.875,-85.112,0.000165,1015.33,12.597,1.9,2975.1,2.8,0.0,0.0,66.06,3.12,6.92395337855091,3.782516053154006,1.0647107369924282
UE_001,LEO,952.3,9.177,3.877,-85.511,0.00101,579.532,18.349,12.0,-847.7,3.17,0.0,0.0,48.57,1.78,6.363944924510959,2.995678625787363,2.5649493574615367
UE_002,LEO,1228.8,9.605,5.905,-86.198,0.000147,744.63,17.192,0.7,3313.3,4.1,0.0,0.0,55.67,2.29,6.614229498613435,3.8326826622974397,0.5306282510621704
UE_003,LEO,1620.4,6.169,-0.731,-86.715,0.031,287.199,10.803,45.0,-4663.4,5.4,0.0,0.0,32.44,0.88,5.663651213746772,1.508638306151718,3.828641396489095
UE_004,LEO,1806.8,-10.836,-13.936,-95.118,0.073,18.572,12.045,55.0,1302.5,6.02,18.0,18.79,0.0,0.06,2.974099973426877,1.1366771398735949,4.02535169073515
UE_005,LEO,1529.7,8.25,3.35,-85.575,0.00173,539.891,16.198,10.0,806.0,5.1,0.0,0.0,46.73,1.66,6.293217779803844,2.761953896620167,2.3978952727983707
UE_006,LEO,1151.7,9.678,6.278,-84.661,0.000139,776.965,18.678,1.4,610.0,3.84,0.0,0.0,56.97,2.39,6.65668153601991,3.8569851966214843,0.8754687373538999
UE_007,LEO,918.0,11.63,6.43,-83.885,0.000189,790.292,15.12,2.4,-348.6,3.06,0.0,0.0,57.5,2.43,6.6736670526183826,3.7235381935289014,1.2237754316221157
UE_008,LEO,820.8,11.346,5.846,-84.227,0.00018,739.576,18.472,0.4,-2482.3,2.74,0.0,0.0,55.46,2.28,6.607428261797252,3.7447274924839467,0.33647223662121295
UE_009,LEO,841.0,11.162,4.962,-83.619,0.00108,665.51,16.607,8.0,1832.8,2.8,0.0,0.0,52.37,2.05,6.502055143257146,2.966576244110926,2.1972245773362196
UE_010,LEO,957.1,8.894,4.794,-86.453,0.00173,651.845,12.38,11.0,-2165.9,3.19,5.0,1.75,51.78,2.01,6.4813397350976,2.761953896620167,2.4849066497880004
UE_011,LEO,1270.6,9.318,7.018,-84.641,0.000115,842.673,8.471,2.8,-2512.5,4.24,0.0,0.0,59.56,2.59,6.737764978763101,3.9393021558699144,1.33500106673234
UE_012,LEO,1611.9,8.295,2.095,-85.153,0.00173,451.566,10.746,9.0,4654.2,5.37,0.0,0.0,42.33,1.39,6.1149336088575685,2.761953896620167,2.302585092994046
UE_013,LEO,1792.3,6.295,3.995,-85.953,0.00161,588.566,11.948,7.0,-981.8,5.97,0.0,0.0,48.98,1.81,6.379386672997984,2.7931741236984022,2.0794415416798357
UE_014,LEO,1601.5,7.226,0.226,-86.287,0.00112,337.347,13.676,6.0,-4662.0,5.34,0.0,0.0,35.79,1.04,5.824071996080629,2.9507819769420554,1.9459101490553132
UE_015,LEO,1172.3,8.074,5.674,-86.063,0.00012,724.934,11.815,1.9,1999.7,3.91,0.0,0.0,54.86,2.23,6.5874591016014055,3.9208187503332543,1.0647107369924282
UE_016,LEO,904.6,9.632,2.832,-86.184,0.00112,502.401,10.031,8.0,-3594.6,3.02,0.0,0.0,44.91,1.55,6.221387069191098,2.9507819769420554,2.1972245773362196
UE_017,LEO,811.3,10.735,4.735,-85.332,0.00197,647.11,5.408,14.0,2159.5,2.7,0.0,0.0,51.57,1.99,6.4740604350322695,2.705533773617953,2.70805020110221
UE_018,LEO,833.5,12.43,8.63,-82.985,0.000132,991.933,6.556,2.5,1989.7,2.78,0.0,0.0,65.2,3.05,6.900663189462671,3.8794260655040405,1.252762968495368
UE_019,LEO,981.5,9.875,6.275,-85.062,0.00017,776.742,6.543,2.1,432.3,3.27,0.0,0.0,56.96,2.39,6.656394849643198,3.7695510760670525,1.1314021114911006
UE_000,LEO,830.5,9.756,6.856,-85.822,0.000186,828.157,17.537,0.7,261.2,2.77,0.0,0.0,59.0,2.55,6.720409522005222,3.7304870534471672,0.5306282510621704
UE_001,LEO,984.3,9.757,3.557,-84.422,0.00164,555.251,6.562,14.0,3028.6,3.28,0.0,0.0,47.45,1.71,6.321219631231643,2.7851561516874885,2.70805020110221
UE_002,LEO,1273.7,9.705,4.205,-85.648,0.00124,604.907,10.491,7.0,3008.1,4.25,0.0,0.0,49.72,1.86,6.406726508945769,2.9065783144875272,2.0794415416798357
UE_003,LEO,1628.2,6.846,0.846,-86.477,0.00154,372.884,19.855,14.0,3583.1,5.43,0.0,0.0,37.96,1.15,5.9239455888770305,2.8124792788815274,2.70805020110221
UE_004,LEO,1823.1,7.116,4.716,-86.942,0.00115,645.558,12.154,10.0,-3622.5,6.08,0.0,0.0,51.51,1.99,6.47166290803164,2.939302159268741,2.3978952727983707
UE_005,LEO,1517.9,6.189,0.989,-86.206,0.0017,381.391,14.119,13.0,-4328.5,5.06,0.0,0.0,38.46,1.17,5.946443645335427,2.7695510783662587,2.639057329615259
UE_006,LEO,1137.9,10.149,8.049,-84.526,0.000154,937.233,7.586,2.8,2807.3,3.79,0.0,0.0,63.17,2.88,6.843998319012719,3.812479276343443,1.33500106673234
UE_007,LEO,919.6,10.117,3.917,-84.441,0.00134,582.619,13.131,7.0,-2180.3,3.07,0.0,0.0,48.71,1.79,6.369248372664257,2.872895201311092,2.0794415416798357
UE_008,LEO,812.3,10.625,8.525,-84.787,0.000188,982.04,12.415,2.8,3622.1,2.71,0.0,0.0,64.84,3.02,6.890649811079198,3.725842148426243,1.33500106673234
UE_009,LEO,846.0,10.218,4.318,-84.791,0.00126,613.78,5.64,5.0,132.5,2.82,0.0,0.0,50.11,1.89,6.42126448023094,2.899629454537759,1.791759469228055
UE_010,LEO,967.3,9.498,4.898,-86.151,0.00183,660.312,10.449,6.0,3781.6,3.22,5.0,1.77,52.14,2.03,6.49422574059189,2.737548910032251,1.9459101490553132
UE_011,LEO,1279.1,9.482,7.382,-85.959,0.000189,875.635,17.527,1.9,4200.8,4.26,0.0,0.0,60.84,2.69,6.776090714178293,3.7235381935289014,1.0647107369924282
UE_012,LEO,1619.0,7.873,2.373,-86.063,0.00186,470.395,18.793,14.0,569.7,5.4,0.0,0.0,43.31,1.45,6.155696383742343,2.730487055548592,2.70805020110221
UE_013,LEO,1748.2,5.61,2.71,-86.595,0.00167,493.747,23.655,13.0,-3501.4,5.83,0.0,0.0,44.48,1.52,6.204046520795772,2.7772835285923603,2.639057329615259
UE_014,LEO,1566.3,6.934,1.334,-86.533,0.0011,402.497,10.442,8.0,-888.3,5.22,0.0,0.0,39.67,1.24,6.000169052738126,2.9586073144469616,2.1972245773362196
UE_015,LEO,1118.4,8.552,6.252,-85.924,0.000115,774.722,17.456,2.8,-3762.4,3.73,0.0,0.0,56.88,2.38,6.653794208574601,3.9393021558699144,1.33500106673234
UE_016,LEO,913.8,10.061,3.861,-85.169,0.00173,578.316,12.092,6.0,-1364.4,3.05,0.0,0.0,48.51,1.78,6.3618480972619915,2.761953896620167,1.9459101490553132
UE_017,LEO,821.5,10.739,4.539,-85.33,0.00121,631.327,17.477,6.0,3712.4,2.74,0.0,0.0,50.89,1.94,6.449406665402302,2.917214629324629,1.9459101490553132
UE_018,LEO,852.6,9.86,6.46,-84.27,0.000163,792.996,7.684,1.4,-2135.0,2.84,0.0,0.0,57.61,2.44,6.6770784234510705,3.787812392931659,0.8754687373538999
UE_019,LEO,970.2,9.452,4.952,-85.574,0.00167,664.736,16.468,12.0,-855.3,3.23,0.0,0.0,52.33,2.05,6.500893195558173,2.7772835285923603,2.5649493574615367
UE_000,LEO,840.2,9.969,6.269,-84.516,0.000183,776.19,6.602,1.5,3477.5,2.8,0.0,0.0,56.94,2.39,6.65568485071953,3.7375489078963766,0.9162907318741551
UE_001,LEO,1000.0,10.152,3.152,-85.924,0.00124,525.387,6.667,13.0,-2567.3,3.33,0.0,0.0,46.03,1.62,6.266036683657522,2.9065783144875272,2.639057329615259
UE_002,LEO,1281.9,7.47,3.17,-86.965,0.00144,526.641,11.546,13.0,-1686.4,4.27,0.0,0.0,46.09,1.62,6.268416128210521,2.841637507603157,2.639057329615259
UE_003,LEO,1700.1,7.641,0.841,-85.48,0.00156,372.565,18.334,6.0,-4559.4,5.67,0.0,0.0,37.94,1.15,5.923092018882642,2.8068754013671446,1.9459101490553132
UE_004,LEO,1796.2,6.985,2.185,-87.408,0.00199,457.598,19.975,14.0,4687.8,5.99,0.0,0.0,42.65,1.41,6.128174009315297,2.701146923372055,2.70805020110221
UE_005,LEO,1557.2,7.362,2.962,-87.019,0.00194,511.673,12.381,12.0,1892.2,5.19,0.0,0.0,45.37,1.57,6.239638215027285,2.712198269845911,2.5649493574615367
UE_006,LEO,1121.5,8.536,5.636,-86.432,0.000134,721.695,8.476,2.2,1051.9,3.74,0.0,0.0,54.73,2.22,6.582987279764933,3.872895198394189,1.1631508098056809
UE_007,LEO,915.9,10.345,4.645,-84.127,0.00114,639.853,17.106,12.0,3349.9,3.05,0.0,0.0,51.26,1.97,6.462800101447547,2.943095148282567,2.5649493574615367
UE_008,LEO,827.4,10.885,8.185,-84.958,0.000153,949.968,10.516,2.9,584.0,2.76,0.0,0.0,63.65,2.92,6.857480413188511,3.8153085663438753,1.3609765531356006
UE_009,LEO,851.6,10.169,4.469,-84.815,0.00133,625.76,14.677,14.0,3607.0,2.84,0.0,0.0,50.64,1.93,6.440563692236208,2.876148358706377,2.70805020110221
UE_010,LEO,971.6,8.359,3.659,-86.621,0.00141,562.926,17.477,5.0,-4011.1,3.24,5.0,1.78,47.81,1.73,6.3349230372160825,2.85078088703661,1.791759469228055
UE_011,LEO,1268.2,9.629,7.229,-84.886,0.000152,861.708,9.455,1.1,4001.7,4.23,0.0,0.0,60.3,2.65,6.760076279251546,3.8181564091980267,0.7419373447293773
UE_012,LEO,1733.2,7.45,1.55,-86.175,0.00179,416.102,11.555,5.0,-4649.9,5.78,0.0,0.0,40.43,1.28,6.03333079620459,2.7471469687774843,1.791759469228055
UE_013,LEO,1786.8,7.009,3.109,-87.096,0.00197,522.223,11.912,5.0,4489.8,5.96,0.0,0.0,45.88,1.61,6.260007759421414,2.705533773617953,1.791759469228055
UE_014,LEO,1546.9,8.795,2.895,-85.803,0.00139,506.839,10.313,7.0,-2324.1,5.16,0.0,0.0,45.13,1.56,6.230164468211972,2.856985199433463,2.0794415416798357
UE_015,LEO,1111.1,8.791,6.391,-84.904,0.000138,786.926,10.408,2.1,-4224.4,3.7,0.0,0.0,57.37,2.42,6.669404176818746,3.8601209104517022,1.1314021114911006
UE_016,LEO,901.1,11.76,5.76,-84.02,0.000166,732.276,6.007,0.3,2894.0,3.0,0.0,0.0,55.16,2.25,6.597522165803758,3.7798919093437133,0.26236426446749106
UE_017,LEO,822.3,10.532,4.032,-85.034,0.00186,591.426,10.482,12.0,1686.7,2.74,0.0,0.0,49.11,1.82,6.3842259706945494,2.730487055548592,2.5649493574615367
UE_018,LEO,852.0,9.766,7.366,-84.717,0.000166,874.174,5.68,0.4,3732.8,2.84,0.0,0.0,60.78,2.69,6.774422723731011,3.7798919093437133,0.33647223662121295
UE_019,LEO,976.8,9.907,5.107,-86.046,0.000142,677.471,11.512,1.5,359.7,3.26,0.0,0.0,52.88,2.08,6.519841737020293,3.8477116525585315,0.9162907318741551
UE_000,LEO,830.7,11.955,9.055,-84.623,0.000187,1032.495,5.538,2.9,-3688.4,2.77,0.0,0.0,66.69,3.18,6.940701541180754,3.7281583911410707,1.3609765531356006
UE_001,LEO,997.8,10.067,4.067,-85.767,0.00137,594.145,14.652,8.0,-1493.0,3.33,0.0,0.0,49.23,1.83,6.388805073335214,2.86327943252659,2.1972245773362196
UE_002,LEO,1325.5,-17.067,-22.467,-99.034,0.022,2.649,12.837,58.0,4464.2,4.42,44.0,24.56,0.0,0.01,1.2944531574543106,1.6575773191580532,4.07753744390572
UE_003,LEO,1674.0,5.613,0.113,-87.593,0.00181,331.166,19.16,8.0,-4620.3,5.58,0.0,0.0,35.4,1.02,5.805634843958139,2.7423214248908736,2.1972245773362196
UE_004,LEO,1767.5,5.859,1.159,-86.87,0.00125,391.727,15.783,12.0,-4716.3,5.89,0.0,0.0,39.06,1.21,5.9731147139951,2.903089986644508,2.5649493574615367
UE_005,LEO,1516.3,8.494,4.494,-85.353,0.00192,627.717,12.109,14.0,242.6,5.05,0.0,0.0,50.73,1.93,6.443681234947095,2.7166987710702553,2.70805020110221
UE_006,LEO,1117.1,8.56,6.26,-85.42,0.000102,775.375,11.447,0.1,-2365.2,3.72,0.0,0.0,56.91,2.39,6.654635650879467,3.9913998239802932,0.09531017980432487
UE_007,LEO,908.9,11.599,5.899,-83.701,0.000189,744.149,6.06,2.2,1928.1,3.03,0.0,0.0,55.65,2.29,6.613584198382226,3.7235381935289014,1.1631508098056809
UE_008,LEO,819.8,10.055,6.355,-85.072,0.000116,783.763,5.465,0.3,3649.6,2.73,0.0,0.0,57.24,2.41,6.665381761370134,3.935542007029164,0.26236426446749106
UE_009,LEO,856.1,9.53,3.83,-84.335,0.00149,575.9,16.708,8.0,2029.2,2.85,0.0,0.0,48.4,1.77,6.357668941262844,2.8268137312962534,2.1972245773362196
UE_010,LEO,1012.9,7.685,2.885,-85.557,0.00145,506.163,6.753,5.0,4189.9,3.38,5.0,1.88,45.1,1.56,6.228832450935256,2.838631997465512,1.791759469228055
UE_011,LEO,1310.8,7.148,3.748,-86.526,0.00129,569.712,8.739,6.0,-2123.4,4.37,0.0,0.0,48.12,1.75,6.346884704130784,2.8894102893640885,1.9459101490553132
UE_012,LEO,1663.1,6.445,1.345,-87.678,0.0012,403.175,12.088,14.0,4018.7,5.54,0.0,0.0,39.71,1.24,6.00184795248767,2.920818753590463,2.70805020110221
UE_013,LEO,1783.7,7.817,4.417,-86.592,0.00191,621.592,11.891,5.0,3158.4,5.95,0.0,0.0,50.46,1.91,6.433891408583483,2.7189666325248933,1.791759469228055
UE_014,LEO,1447.1,8.529,3.029,-85.736,0.00125,516.453,12.648,11.0,-799.5,4.82,0.0,0.0,45.6,1.59,6.248918699758986,2.903089986644508,2.4849066497880004
UE_015,LEO,1095.4,9.178,5.478,-85.811,0.000152,708.354,19.303,1.6,-4283.4,3.65,0.0,0.0,54.17,2.18,6.564354696707346,3.8181564091980267,0.9555114450274365
UE_016,LEO,899.9,9.369,2.569,-85.316,0.0017,483.894,17.0,12.0,3691.5,3.0,0.0,0.0,43.99,1.49,6.183930310349456,2.7695510783662587,2.5649493574615367
UE_017,LEO,809.4,10.054,4.354,-85.873,0.00148,616.594,8.396,5.0,824.8,2.7,0.0,0.0,50.24,1.9,6.425831283637469,2.8297382843116003,1.791759469228055
UE_018,LEO,845.6,12.422,9.422,-83.789,0.000107,1067.907,5.637,1.4,396.7,2.82,0.0,0.0,67.98,3.29,6.974391910046931,3.9706162182559637,0.8754687373538999
UE_019,LEO,990.5,9.615,4.515,-85.092,0.00102,629.41,6.603,9.0,-2884.7,3.3,0.0,0.0,50.8,1.94,6.4463704013620164,2.9913998278123035,2.302585092994046
UE_000,LEO,862.2,10.278,6.278,-85.061,0.00011,776.957,5.748,2.1,-1125.1,2.87,0.0,0.0,56.97,2.39,6.656671252728074,3.9586073108936435,1.1314021114911006
UE_001,LEO,1000.5,9.549,4.449,-86.025,0.00149,624.16,6.67,14.0,-1494.7,3.34,0.0,0.0,50.57,1.92,6.438007616973993,2.8268137312962534,2.70805020110221
UE_002,LEO,1358.4,-18.813,-25.013,-99.407,0.032,1.476,9.056,58.0,-3730.8,4.53,44.0,25.57,0.0,0.0,0.9066443548223497,1.4948500216665224,4.07753744390572
UE_003,LEO,1670.4,7.924,2.024,-85.438,0.0012,446.859,23.136,14.0,-4588.0,5.57,0.0,0.0,42.08,1.37,6.1044784507335725,2.920818753590463,2.70805020110221
UE_004,LEO,1769.4,6.654,2.654,-86.673,0.00147,489.823,11.796,14.0,4670.9,5.9,0.0,0.0,44.29,1.51,6.196083574004444,2.8326826649563857,2.70805020110221
UE_005,LEO,1466.3,6.662,1.962,-85.869,0.00117,442.781,11.775,14.0,-2376.0,4.89,0.0,0.0,41.87,1.36,6.095331197504518,2.9318141378826463,2.70805020110221
UE_006,LEO,1106.9,9.815,5.915,-85.793,0.000133,745.485,8.379,1.0,-4162.5,3.69,0.0,0.0,55.7,2.29,6.615375523006431,3.8761483557675422,0.6931471805599453
UE_007,LEO,886.3,10.878,5.478,-84.261,0.000112,708.321,8.909,1.5,-612.9,2.95,0.0,0.0,54.17,2.18,6.56430817442422,3.950781973452189,0.9162907318741551
UE_008,LEO,801.8,11.527,9.427,-83.937,0.000187,1068.402,13.345,1.7,-2616.0,2.67,0.0,0.0,67.99,3.29,6.974854892720476,3.7281583911410707,0.9932517730102834
UE_009,LEO,864.6,11.958,5.158,-83.321,0.000161,681.625,18.764,0.5,-3118.9,2.88,0.0,0.0,53.05,2.1,6.525945660472318,3.793174121270669,0.4054651081081644
UE_010,LEO,1027.9,6.653,2.853,-87.273,0.00111,503.867,6.853,9.0,-4201.5,3.43,5.0,1.92,44.99,1.55,6.224295028251722,2.954677020822086,2.302585092994046
UE_011,LEO,1359.6,6.853,3.053,-87.474,0.0013,518.171,16.064,10.0,-2804.5,4.53,0.0,0.0,45.68,1.59,6.252233308668135,2.8860566473590907,2.3978952727983707
UE_012,LEO,1682.9,6.389,0.889,-86.506,0.00122,375.412,22.219,14.0,-3488.4,5.61,0.0,0.0,38.11,1.16,5.9306842881807205,2.913640168969273,2.70805020110221
UE_013,LEO,1752.1,7.4,4.4,-86.3,0.00167,620.233,25.681,6.0,-4506.7,5.84,0.0,0.0,50.4,1.91,6.431706212851322,2.7772835285923603,1.9459101490553132
UE_014,LEO,1465.9,6.563,0.463,-87.518,0.00166,350.677,21.773,14.0,-3732.1,4.89,0.0,0.0,36.62,1.08,5.8627131406966155,2.779891911698322,2.70805020110221
UE_015,LEO,1064.0,8.157,5.357,-86.521,0.00019,698.224,7.093,2.4,3961.5,3.55,0.0,0.0,53.75,2.15,6.54997114869503,3.7212463967614107,1.2237754316221157
UE_016,LEO,869.5,11.516,5.916,-84.642,0.000174,745.602,9.797,1.7,-3755.0,2.9,0.0,0.0,55.71,2.29,6.615532245287503,3.759450749221455,0.9932517730102834
UE_017,LEO,822.6,11.329,5.729,-84.636,0.000149,729.6,9.484,2.5,-1086.6,2.74,0.0,0.0,55.05,2.24,6.593866114361182,3.826813728672998,1.252762968495368
UE_018,LEO,847.6,11.704,9.104,-84.048,0.000108,1037.263,15.65,0.3,-3718.9,2.83,0.0,0.0,66.86,3.19,6.945304403501582,3.966576240491805,0.26236426446749106
UE_019,LEO,1051.8,8.529,4.529,-86.435,0.00189,630.543,11.012,12.0,1524.8,3.51,0.0,0.0,50.85,1.94,6.448166031317215,2.7235381955969706,2.5649493574615367
UE_000,LEO,853.1,9.556,6.856,-85.922,0.000132,828.131,18.687,1.2,-1243.5,2.84,0.0,0.0,59.0,2.55,6.720378164364086,3.8794260655040405,0.7884573603642702
UE_001,LEO,1042.6,10.485,4.785,-85.758,0.0012,651.115,7.95,7.0,-4033.1,3.48,0.0,0.0,51.75,2.0,6.480220926741563,2.920818753590463,2.0794415416798357
UE_002,LEO,1348.9,-17.278,-24.278,-98.839,0.062,1.748,16.993,37.0,3857.3,4.5,44.0,25.27,0.0,0.01,1.010873374360103,1.2076083104947415,3.6375861597263857
UE_003,LEO,1707.4,5.82,-0.58,-86.39,0.022,294.751,16.383,46.0,-3493.5,5.69,0.0,0.0,32.97,0.91,5.68951788408693,1.6575773191580532,3.8501476017100584
UE_004,LEO,1836.2,6.783,2.683,-85.908,0.00169,491.886,17.242,14.0,-3968.2,6.12,0.0,0.0,44.39,1.51,6.200277909980703,2.7721132951293477,2.70805020110221
UE_005,LEO,1427.2,7.2,2.0,-85.6,0.00186,445.274,22.515,9.0,-1419.5,4.76,0.0,0.0,42.0,1.37,6.10093311316028,2.730487055548592,2.302585092994046
UE_006,LEO,1088.6,9.816,5.916,-84.192,0.000163,745.602,7.258,1.1,-3870.8,3.63,0.0,0.0,55.71,2.29,6.615532245287503,3.787812392931659,0.7419373447293773
UE_007,LEO,873.9,9.379,2.879,-85.71,0.00133,505.73,12.826,7.0,-1517.1,2.91,0.0,0.0,45.08,1.56,6.227978317360363,2.876148358706377,2.0794415416798357
UE_008,LEO,809.4,12.153,8.353,-83.923,0.000115,965.779,5.396,1.4,636.7,2.7,0.0,0.0,64.24,2.97,6.873969927451509,3.9393021558699144,0.8754687373538999
UE_009,LEO,863.7,9.765,4.265,-85.517,0.00156,609.62,7.758,12.0,2771.3,2.88,0.0,0.0,49.93,1.88,6.414474834431895,2.8068754013671446,2.5649493574615367
UE_010,LEO,1041.2,7.538,2.138,-85.931,0.00178,454.496,11.941,11.0,3198.9,3.47,5.0,1.95,42.48,1.4,6.121386935102728,2.7495799974471202,2.4849066497880004
UE_011,LEO,1354.1,7.674,5.474,-85.363,0.000141,708.054,16.027,2.4,-2739.3,4.51,0.0,0.0,54.16,2.18,6.563931687242547,3.8507808842645175,1.2237754316221157
UE_012,LEO,1694.8,7.555,1.655,-87.022,0.00184,422.82,23.298,7.0,-4291.4,5.65,0.0,0.0,40.79,1.3,6.04930883679242,2.7351821767544338,2.0794415416798357
UE_013,LEO,1738.0,7.537,3.737,-85.931,0.00137,568.856,21.587,7.0,4503.3,5.79,0.0,0.0,48.08,1.75,6.345383697332916,2.86327943252659,2.0794415416798357
UE_014,LEO,1381.5,7.969,1.569,-85.516,0.0015,417.29,9.21,13.0,3286.2,4.61,0.0,0.0,40.49,1.28,6.036174971875039,2.823908740654789,2.639057329615259
UE_015,LEO,1087.3,10.124,7.624,-85.338,0.000126,897.818,11.248,2.1,-4176.9,3.62,0.0,0.0,61.68,2.76,6.801080566812912,3.8996294514356555,1.1314021114911006
UE_016,LEO,866.0,10.245,3.845,-85.677,0.00114,577.083,16.774,12.0,3082.4,2.89,0.0,0.0,48.46,1.78,6.359717456979,2.943095148282567,2.5649493574615367
UE_017,LEO,802.4,10.421,5.321,-85.69,0.000165,695.173,7.349,2.3,2528.0,2.67,0.0,0.0,53.62,2.14,6.545598192666092,3.782516053154006,1.1939224684724346
UE_018,LEO,856.5,10.227,7.627,-85.387,0.000158,898.118,13.71,0.7,2141.9,2.85,0.0,0.0,61.69,2.76,6.80141428281035,3.8013429102968783,0.5306282510621704
UE_019,LEO,1039.9,9.801,5.501,-84.799,0.000166,710.331,20.932,1.9,-2608.2,3.47,0.0,0.0,54.25,2.19,6.567137862963279,3.7798919093437133,1.0647107369924282
UE_000,LEO,870.6,11.807,9.207,-84.296,0.000117,1047.164,8.804,1.0,-3387.5,2.9,0.0,0.0,67.22,3.22,6.95479534118755,3.9318141345419195,0.6931471805599453
UE_001,LEO,1075.0,9.993,3.293,-84.803,0.0019,535.714,11.167,7.0,-1109.8,3.58,0.0,0.0,46.53,1.65,6.285465364178881,2.721246398818595,2.0794415416798357
UE_002,LEO,1368.4,-18.568,-25.568,-99.884,0.066,1.299,17.123,32.0,-2992.0,4.56,44.0,25.89,0.0,0.0,0.8324742457810445,1.1804560644515512,3.4965075614664802
UE_003,LEO,1718.1,8.091,1.291,-85.854,0.0018,399.852,11.454,13.0,-2764.9,5.73,0.0,0.0,39.52,1.23,5.993592281874044,2.7447274946554194,2.639057329615259
UE_004,LEO,1779.2,7.128,3.128,-86.336,0.00173,523.644,20.862,12.0,493.3,5.93,0.0,0.0,45.95,1.61,6.262719937342967,2.761953896620167,2.5649493574615367
UE_005,LEO,1402.4,7.19,2.89,-87.305,0.00145,506.522,9.35,14.0,795.4,4.67,0.0,0.0,45.12,1.56,6.229540059730064,2.838631997465512,2.70805020110221
UE_006,LEO,1027.3,8.479,5.479,-85.861,0.000166,708.41,6.849,0.8,-3986.8,3.42,0.0,0.0,54.17,2.18,6.564433638659677,3.7798919093437133,0.5877866649021191
UE_007,LEO,865.7,10.848,5.548,-85.076,0.000133,714.28,13.771,0.5,2322.1,2.89,0.0,0.0,54.42,2.2,6.572674074427063,3.8761483557675422,0.4054651081081644
UE_008,LEO,823.6,10.92,6.92,-83.64,0.000163,833.861,12.491,1.5,-3188.5,2.75,0.0,0.0,59.22,2.57,6.727265243927807,3.787812392931659,0.9162907318741551
UE_009,LEO,878.5,10.042,3.642,-85.979,0.00189,561.629,5.857,5.0,-2895.2,2.93,0.0,0.0,47.75,1.73,6.332620441119039,2.7235381955969706,1.791759469228055
UE_010,LEO,1068.2,6.308,1.108,-87.846,0.00125,388.639,11.122,7.0,2634.2,3.56,5.0,2.02,38.88,1.2,5.965220669427847,2.903089986644508,2.0794415416798357
UE_011,LEO,1441.3,6.85,4.75,-86.675,0.00146,648.246,9.609,11.0,4601.0,4.8,0.0,0.0,51.62,1.99,6.475811689568931,2.835647143918101,2.4849066497880004
UE_012,LEO,1794.8,8.088,1.988,-85.356,0.0016,444.505,11.965,7.0,-4676.7,5.98,0.0,0.0,41.96,1.37,6.09920847019244,2.795880017072641,2.0794415416798357
UE_013,LEO,1760.3,6.778,4.578,-86.711,0.00146,634.44,19.735,11.0,-3275.0,5.87,0.0,0.0,51.02,1.95,6.454317672324876,2.835647143918101,2.4849066497880004
UE_014,LEO,1388.1,8.144,2.244,-86.328,0.00134,461.591,21.254,10.0,-3919.2,4.63,0.0,0.0,42.85,1.42,6.136843294355165,2.872895201311092,2.3978952727983707
UE_015,LEO,1054.0,8.716,5.816,-86.142,0.000196,737.075,17.027,0.6,3213.5,3.51,0.0,0.0,55.36,2.27,6.604045445453159,3.7077439264277356,0.4700036292457356
UE_016,LEO,876.5,10.058,3.558,-84.671,0.00122,555.336,5.843,7.0,1330.5,2.92,0.0,0.0,47.45,1.71,6.321372428271633,2.913640168969273,2.0794415416798357
UE_017,LEO,817.9,12.573,5.973,-83.813,0.00016,750.548,5.452,2.9,-1736.5,2.73,0.0,0.0,55.91,2.31,6.622135079408773,3.7958800146297347,1.3609765531356006
UE_018,LEO,876.2,11.86,8.06,-83.37,0.000175,938.318,8.841,0.2,1266.2,2.92,0.0,0.0,63.21,2.89,6.845154080023501,3.7569619488320227,0.18232155679395462
