UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,Area,Available_Networks
UE_019,0.4223,12.157,6.124,-65.172,0.00100372,176.213,1.58,0.64,33.19,0.001408,0.0,0.0,56.434,2.35,0.0,0.0,NR_5G,5.177352398911167,2.998387421633418,0.49469624183610705,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_000,0.3878,27.718,18.072,-56.877,1.311e-05,451.918,1.46,0.24,9.48,0.001293,0.0,0.0,98.251,6.03,0.0,0.0,NR_5G,6.115711093645221,4.882397275182954,0.2151113796169455,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_001,0.1692,33.113,26.996,-52.053,1.326e-05,672.801,1.36,2.63,154.7,0.000564,0.0,0.0,100.0,8.97,0.0,0.0,NR_5G,6.512934815091268,4.877456443179024,1.2892326482767593,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_002,0.7384,18.917,10.952,-59.802,0.0010168,281.22,1.19,2.68,42.89,0.002461,0.0,0.0,73.332,3.75,0.0,0.0,NR_5G,5.6426869086296145,2.9927644620269294,1.3029127521808397,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_003,0.3878,23.879,19.571,-60.324,1.637e-05,488.79,1.28,0.62,104.89,0.001293,0.0,0.0,100.0,6.52,0.0,0.0,NR_5G,6.193976727813118,4.785951294058158,0.4824261492442927,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_004,0.8485,12.53,8.736,-62.421,0.00100015,231.248,1.47,0.77,-123.09,0.002828,0.0,0.0,65.577,3.08,0.0,0.0,NR_5G,5.447805766246751,2.9999348602788096,0.5709795465857378,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,0.1368,35.803,28.699,-50.848,9.44e-06,715.157,1.11,2.04,24.91,0.000456,0.0,0.0,100.0,9.54,0.0,0.0,NR_5G,6.573899416666689,5.025027959696162,1.1118575154181303,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,0.3878,22.951,17.128,-58.883,2.225e-05,428.811,1.17,0.66,22.01,0.001293,0.0,0.0,94.948,5.72,0.0,0.0,NR_5G,6.063345577180116,4.652669965164197,0.5068176023684519,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_007,0.3878,24.82,22.61,-57.212,5.99e-06,563.918,1.34,0.76,103.84,0.001293,0.0,0.0,100.0,7.52,0.0,0.0,NR_5G,6.336680587870302,5.222573105107442,0.5653138090500605,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_008,0.8485,22.07,13.311,-61.118,0.00100031,336.582,1.58,0.42,-73.49,0.002828,0.0,0.0,81.59,4.49,0.0,0.0,NR_5G,5.8218084437648265,2.9998653891399885,0.3506568716131694,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_009,0.8485,19.206,14.267,-61.008,1.506e-05,359.422,1.45,0.07,-70.64,0.002828,0.0,0.0,84.933,4.79,0.0,0.0,NR_5G,5.887275567156356,4.8221749992977045,0.06765864847381481,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_010,0.2552,21.969,16.827,-59.044,2.364e-05,421.459,1.53,0.34,10.07,0.000851,0.0,0.0,93.894,5.62,0.0,0.0,NR_5G,6.046092400668287,4.626352509419612,0.29266961396282,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,0.8426,12.387,10.006,-63.436,0.00100233,259.592,1.06,0.17,-10.06,0.002809,0.0,0.0,70.021,3.46,0.0,0.0,NR_5G,5.562955965831205,2.9989892704665517,0.15700374880966478,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_012,0.288,25.58,22.169,-58.057,6.18e-06,552.986,1.23,0.88,-66.56,0.00096,0.0,0.0,100.0,7.37,0.0,0.0,NR_5G,6.31713941566985,5.209011454637002,0.6312717768418579,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,0.8485,18.708,15.022,-61.32,2.434e-05,377.622,1.05,0.6,-90.95,0.002828,0.0,0.0,87.578,5.03,0.0,0.0,NR_5G,5.936538345908946,4.613679408263124,0.4700036292457356,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_014,0.5772,15.373,11.03,-62.442,0.00100509,283.011,1.23,0.26,-24.81,0.001924,0.0,0.0,73.603,3.77,0.0,0.0,NR_5G,5.649012969805493,2.9977950475095727,0.23111172096338664,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_015,0.8485,21.505,15.815,-60.491,1.959e-05,396.814,1.15,0.33,-40.99,0.002828,0.0,0.0,90.351,5.29,0.0,0.0,NR_5G,5.985984559365198,4.707965541836072,0.2851789422336624,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_016,0.2878,30.217,26.445,-54.656,3.698e-05,659.108,1.59,0.58,6.45,0.000959,0.0,0.0,100.0,8.79,0.0,0.0,NR_5G,6.492403457997138,4.432033081432809,0.4574248470388754,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_017,0.4872,24.88,17.918,-56.463,1.669e-05,448.149,1.1,1.13,44.29,0.001624,0.0,0.0,97.713,5.98,0.0,0.0,NR_5G,6.107354681245041,4.777543637299515,0.7561219797213337,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_018,0.8485,25.539,19.939,-58.033,1.505e-05,497.86,1.2,0.43,87.01,0.002828,0.0,0.0,100.0,6.64,0.0,0.0,NR_5G,6.21232549526464,4.8224634712133625,0.35767444427181594,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_019,0.4071,24.014,15.943,-57.346,1.091e-05,399.93,1.3,0.33,33.19,0.001357,0.0,0.0,90.8,5.33,0.0,0.0,NR_5G,5.99378684847755,4.962175209604649,0.2851789422336624,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_000,0.3878,18.519,14.127,-62.347,1.395e-05,356.071,1.61,0.46,9.48,0.001293,0.0,0.0,84.445,4.75,0.0,0.0,NR_5G,5.877934641557544,4.8554257612581635,0.3784364357202451,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_001,0.167,28.83,21.198,-55.818,2.476e-05,528.944,1.5,1.8,154.7,0.000557,0.0,0.0,100.0,7.05,0.0,0.0,NR_5G,6.272771340586358,4.606249342111755,1.0296194171811581,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_002,0.7537,25.378,21.122,-55.875,2.828e-05,527.064,1.31,4.44,42.89,0.002512,0.0,0.0,100.0,7.03,0.0,0.0,NR_5G,6.269217488481878,4.548520579518191,1.6937790608678513,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_003,0.3878,25.05,17.039,-57.375,3.068e-05,426.626,1.61,0.04,104.89,0.001293,0.0,0.0,94.635,5.69,0.0,0.0,NR_5G,6.058248981792549,4.513144630567435,0.039220713153281295,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_004,0.8485,11.99,3.486,-65.878,0.01002044,126.908,1.47,16.47,-123.09,0.002828,0.0,0.0,47.199,1.69,0.0,0.0,NR_5G,4.851311255495,1.9991132080285678,2.8604851241459652,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,0.1338,41.153,36.119,-48.32,3.94e-06,899.912,1.53,5.13,24.91,0.000446,0.0,0.0,100.0,12.0,0.0,0.0,NR_5G,6.803407583582004,5.404503667947414,1.81319474994812,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_006,0.3878,37.446,30.363,-51.519,1.159e-05,756.589,1.5,1.2,22.01,0.001293,0.0,0.0,100.0,10.09,0.0,0.0,NR_5G,6.630141022231085,4.935916526564923,0.7884573603642702,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_007,0.3878,20.57,15.912,-58.343,1.142e-05,399.184,1.09,2.28,103.84,0.001293,0.0,0.0,90.693,5.32,0.0,0.0,NR_5G,5.991924441340416,4.942333858060883,1.1878434223960523,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,0.8485,13.466,8.451,-63.84,0.00101117,224.997,1.47,0.28,-73.49,0.002828,0.0,0.0,64.578,3.0,0.0,0.0,NR_5G,5.420521724847898,2.9951758233510706,0.2468600779315258,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_009,0.8485,17.686,11.253,-60.407,0.00102015,288.185,1.61,0.31,-22.94,0.002828,0.0,0.0,74.386,3.84,0.0,0.0,NR_5G,5.667066621719542,2.9913359656724228,0.27002713721306015,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_010,0.2875,30.505,23.923,-54.856,1.556e-05,596.465,1.57,1.04,10.07,0.000958,0.0,0.0,100.0,7.95,0.0,0.0,NR_5G,6.392695704684085,4.807990379435374,0.712949807856125,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_011,0.8485,21.869,17.731,-58.533,1.806e-05,443.57,1.61,2.21,-10.06,0.002828,0.0,0.0,97.059,5.91,0.0,0.0,NR_5G,6.097107522870197,4.7432822299752,1.1662709371419244,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_012,0.3341,15.759,9.308,-62.761,0.00100418,243.906,1.26,5.08,-66.56,0.001114,0.0,0.0,67.579,3.25,0.0,0.0,NR_5G,5.500874463453842,2.9981884321768,1.8050046959780757,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_013,0.8485,20.661,14.764,-59.904,1.196e-05,371.388,1.59,0.22,-90.95,0.002828,0.0,0.0,86.674,4.95,0.0,0.0,NR_5G,5.919936321468044,4.922268784035362,0.1988508587451652,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_014,0.6012,22.162,16.838,-58.215,1.809e-05,421.734,1.41,1.39,-24.81,0.002004,0.0,0.0,93.934,5.62,0.0,0.0,NR_5G,6.0467431396349,4.742561409132753,0.8712933659434193,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,0.8485,11.472,5.687,-63.819,0.01000851,167.54,1.41,0.46,-40.99,0.002828,0.0,0.0,54.903,2.23,0.0,0.0,NR_5G,5.1271731103442075,1.999630572521596,0.3784364357202451,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_016,0.2473,25.345,20.551,-57.523,1.546e-05,512.97,1.42,0.17,6.45,0.000824,0.0,0.0,100.0,6.84,0.0,0.0,NR_5G,6.242164897993063,4.810790482326202,0.15700374880966478,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_017,0.4768,13.705,9.289,-63.874,0.00100878,243.472,1.46,0.42,-41.36,0.001589,0.0,0.0,67.51,3.25,0.0,0.0,NR_5G,5.499100782929673,2.9962035362103885,0.3506568716131694,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,0.8485,13.141,7.052,-62.852,0.00101229,195.168,1.27,2.15,87.01,0.002828,0.0,0.0,59.682,2.6,0.0,0.0,NR_5G,5.278971434950499,2.9946950529193104,1.1474024528375417,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,0.3933,29.279,22.913,-55.66,1.246e-05,571.42,1.5,2.37,33.19,0.001311,0.0,0.0,100.0,7.62,0.0,0.0,NR_5G,6.349872987672866,4.9044819228217555,1.2149127443642704,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_000,0.3878,16.323,8.481,-63.385,0.00101324,225.653,1.34,0.75,9.48,0.001293,0.0,0.0,64.683,3.01,0.0,0.0,NR_5G,5.423420213566632,2.9942876733320882,0.5596157879354227,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_001,0.1685,30.781,25.024,-53.067,2.53e-06,623.794,1.45,0.14,154.7,0.000562,0.0,0.0,100.0,8.32,0.0,0.0,NR_5G,6.437421995406383,5.596879307166318,0.13102826240640408,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_002,0.7493,18.783,9.473,-60.953,0.00100012,247.584,1.56,0.46,42.89,0.002498,0.0,0.0,68.155,3.3,0.0,0.0,NR_5G,5.515780816587047,2.9999478873545993,0.3784364357202451,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,0.3878,8.867,3.613,-65.356,0.01000615,129.115,1.5,6.55,104.89,0.001293,0.0,0.0,47.646,1.72,0.0,0.0,NR_5G,4.868418674798606,1.999732990947084,2.0215475632609334,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,0.8485,13.405,7.452,-63.929,0.00100599,203.555,1.53,0.21,-123.09,0.002828,0.0,0.0,61.082,2.71,0.0,0.0,NR_5G,5.320836887977907,2.997406335912403,0.19062035960864973,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_005,0.154,30.01,27.077,-54.314,8.36e-06,674.813,1.34,1.47,24.91,0.000513,0.0,0.0,100.0,9.0,0.0,0.0,NR_5G,6.515916410555662,5.077793670611886,0.9042181506398859,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_006,0.3878,25.041,20.855,-56.669,1.725e-05,520.485,1.59,4.72,22.01,0.001293,0.0,0.0,100.0,6.94,0.0,0.0,NR_5G,6.256680510844033,4.763210875414216,1.7439688053917064,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,0.3878,20.347,16.756,-61.985,1.631e-05,419.722,1.36,0.65,103.84,0.001293,0.0,0.0,93.645,5.6,0.0,0.0,NR_5G,6.041972283025256,4.7875460123322275,0.5007752879124893,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_008,0.8485,9.776,5.729,-66.138,0.01000607,168.37,1.34,1.02,-73.49,0.002828,0.0,0.0,55.051,2.24,0.0,0.0,NR_5G,5.13208567090303,1.9997364631814036,0.7030975114131134,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_009,0.8485,18.391,15.664,-59.266,1.208e-05,393.154,1.12,1.62,-22.94,0.002828,0.0,0.0,89.823,5.24,0.0,0.0,NR_5G,5.9767416958750745,4.9179330297633586,0.9631743177730056,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_010,0.3217,21.558,15.343,-59.511,1.444e-05,385.38,1.14,1.96,10.07,0.001072,0.0,0.0,88.701,5.14,0.0,0.0,NR_5G,5.9568213411644075,4.8404327766905855,1.085189268335969,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_011,0.8485,15.606,12.531,-62.834,0.00100348,318.091,1.17,0.78,-10.06,0.002828,0.0,0.0,78.86,4.24,0.0,0.0,NR_5G,5.765476328561785,2.9984912784250177,0.5766133643039938,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_012,0.3193,29.295,26.894,-55.244,2.617e-05,670.274,1.17,1.56,-66.56,0.001064,0.0,0.0,100.0,8.94,0.0,0.0,NR_5G,6.509177399373852,4.582196260764992,0.9400072584914712,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,0.8485,11.223,8.089,-65.212,0.00100036,217.156,1.46,1.23,-90.95,0.002828,0.0,0.0,63.312,2.9,0.0,0.0,NR_5G,5.385210403202392,2.999843681687907,0.8020015854720274,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_014,0.6254,26.125,20.814,-56.864,2.194e-05,519.458,1.41,4.06,-24.81,0.002085,0.0,0.0,100.0,6.93,0.0,0.0,NR_5G,6.254709193156627,4.658763356966665,1.6213664832993742,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_015,0.8485,14.021,11.215,-63.539,0.00100835,287.311,1.62,1.09,-40.99,0.002828,0.0,0.0,74.254,3.83,0.0,0.0,NR_5G,5.6640397586164495,2.996388696938613,0.7371640659767197,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_016,0.2074,34.398,30.095,-53.597,2.02e-06,749.91,1.08,0.09,-39.04,0.000691,0.0,0.0,100.0,10.0,0.0,0.0,NR_5G,6.621285804369673,5.694648415556161,0.08617769624105233,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_017,0.4824,14.527,8.891,-64.84,0.00101495,234.645,1.21,1.25,-41.36,0.001608,0.0,0.0,66.117,3.13,0.0,0.0,NR_5G,5.462326435236722,2.993555351666672,0.8109302162163288,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_018,0.8485,14.199,10.972,-62.745,0.00100398,281.678,1.24,3.33,87.01,0.002828,0.0,0.0,73.401,3.76,0.0,0.0,NR_5G,5.6443084406596595,2.998274938129096,1.4655675420143985,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,0.3812,28.43,21.304,-54.737,1.986e-05,531.585,1.12,0.13,33.19,0.001271,0.0,0.0,100.0,7.09,0.0,0.0,NR_5G,6.277742509258105,4.70202073397284,0.12221763272424921,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_000,0.3878,21.535,16.94,-59.727,1.284e-05,424.224,1.33,1.9,9.48,0.001293,0.0,0.0,94.291,5.66,0.0,0.0,NR_5G,6.052616088901229,4.891434942443609,1.0647107369924282,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_001,0.1736,27.125,21.596,-57.454,1.367e-05,538.79,1.56,1.23,154.7,0.000579,0.0,0.0,100.0,7.18,0.0,0.0,NR_5G,6.291180175032537,4.864231453662283,0.8020015854720274,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_002,0.7325,20.226,16.245,-59.245,1.27e-05,407.278,1.46,0.15,42.89,0.002442,0.0,0.0,91.858,5.43,0.0,0.0,NR_5G,6.0119483149242985,4.896196244847628,0.1397619423751587,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,0.3878,31.128,26.074,-56.117,5.1e-06,649.882,1.3,3.06,104.89,0.001293,0.0,0.0,100.0,8.67,0.0,0.0,NR_5G,6.478328366178448,5.292429738746291,1.4011829736136414,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_004,0.8485,8.104,5.937,-66.84,0.0100007,172.484,1.24,0.88,-143.35,0.002828,0.0,0.0,55.78,2.3,0.0,0.0,NR_5G,5.156085376114306,1.9999696004068122,0.6312717768418579,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_005,0.1844,33.489,25.296,-53.324,9.92e-06,630.56,1.44,1.7,24.91,0.000615,0.0,0.0,100.0,8.41,0.0,0.0,NR_5G,6.448192949153688,5.003488284066138,0.9932517730102833,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_006,0.3878,22.968,19.593,-59.517,1.855e-05,489.341,1.61,0.6,22.01,0.001293,0.0,0.0,100.0,6.52,0.0,0.0,NR_5G,6.195101067433119,4.7316560626368345,0.4700036292457356,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,0.3878,24.605,17.708,-57.108,3.839e-05,443.012,1.58,1.68,103.84,0.001293,0.0,0.0,96.979,5.91,0.0,0.0,NR_5G,6.095851589094028,4.415781876569897,0.9858167945227653,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_008,0.8485,26.159,18.227,-57.379,2.018e-05,455.726,1.59,2.03,-73.49,0.002828,0.0,0.0,98.794,6.08,0.0,0.0,NR_5G,6.1240836487215775,4.695078816578074,1.1085626195212777,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,0.8485,13.081,10.858,-62.981,0.00101445,279.05,1.46,1.27,-22.94,0.002828,0.0,0.0,73.002,3.72,0.0,0.0,NR_5G,5.634968158655841,2.9937693530908676,0.8197798314933114,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,0.3574,8.715,1.096,-62.818,0.01000354,89.507,1.35,20.24,10.07,0.001191,0.0,0.0,38.835,1.19,0.0,0.0,NR_5G,4.505427195780971,1.9998462869155955,3.055886196373738,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,0.8485,21.216,16.0,-59.974,1.399e-05,401.316,1.46,0.1,-10.06,0.002828,0.0,0.0,91.0,5.35,0.0,0.0,NR_5G,5.9972378494798235,4.854182254464965,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,0.2909,28.396,20.267,-55.866,2.362e-05,505.948,1.44,2.66,-66.56,0.00097,0.0,0.0,100.0,6.75,0.0,0.0,NR_5G,6.2284084342285615,4.6267200883357775,1.297463147413275,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_013,0.8485,16.812,10.558,-60.423,0.00101655,272.159,1.45,0.56,-90.95,0.002828,0.0,0.0,71.952,3.63,0.0,0.0,NR_5G,5.610054043228082,2.9928712548770693,0.44468582126144574,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,0.6496,31.578,25.513,-54.418,1.331e-05,635.948,1.59,0.59,-24.81,0.002165,0.0,0.0,100.0,8.48,0.0,0.0,NR_5G,6.456688019586975,4.875821911896139,0.4637340162321401,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_015,0.8485,9.679,3.512,-66.501,0.01000486,127.37,1.38,37.69,-40.99,0.002828,0.0,0.0,47.293,1.7,0.0,0.0,NR_5G,4.854916719096835,1.9997889841110847,3.6555811687124216,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_016,0.2049,40.108,34.858,-49.557,1.184e-05,868.497,1.06,0.97,-39.04,0.000683,0.0,0.0,100.0,11.58,0.0,0.0,NR_5G,6.767914883529616,4.926648260932823,0.6780335427498971,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,0.4911,15.348,10.921,-61.88,0.001003,280.514,1.24,1.96,-41.36,0.001637,0.0,0.0,73.224,3.74,0.0,0.0,NR_5G,5.640182179913232,2.9986990665465862,1.085189268335969,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_018,0.8485,18.934,15.227,-60.871,1.002e-05,382.583,1.34,0.01,87.01,0.002828,0.0,0.0,88.296,5.1,0.0,0.0,NR_5G,5.949556025030384,4.999132235126012,0.009950330853168083,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_019,0.3708,27.77,23.062,-56.864,5.66e-06,575.105,1.14,0.04,33.19,0.001236,0.0,0.0,100.0,7.67,0.0,0.0,NR_5G,6.356289935749451,5.247183492081262,0.039220713153281295,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,0.3878,29.264,25.207,-54.058,1.181e-05,628.351,1.58,0.01,9.48,0.001293,0.0,0.0,100.0,8.38,0.0,0.0,NR_5G,6.444689129677222,4.927750065613034,0.009950330853168083,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_001,0.182,31.098,26.525,-53.691,3.1e-06,661.101,1.39,0.52,154.7,0.000607,0.0,0.0,100.0,8.81,0.0,0.0,NR_5G,6.495418112275529,5.508638166070756,0.41871033485818504,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_002,0.7157,24.723,20.223,-57.325,2.485e-05,504.858,1.23,2.17,42.89,0.002386,0.0,0.0,100.0,6.73,0.0,0.0,NR_5G,6.226255997491755,4.60467358945401,1.1537315878891892,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_003,0.3878,33.136,28.958,-52.522,1e-06,721.601,1.07,0.79,104.89,0.001293,0.0,0.0,100.0,9.62,0.0,0.0,NR_5G,6.582857202604085,5.9999995657057354,0.5822156198526637,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_004,0.8485,30.973,29.623,-53.018,2.95e-06,738.164,1.09,1.12,-143.35,0.002828,0.0,0.0,100.0,9.84,0.0,0.0,NR_5G,6.6055198178428265,5.530177836803394,0.7514160886839212,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_005,0.2127,37.583,32.599,-51.12,5.02e-06,812.253,1.25,0.39,24.91,0.000709,0.0,0.0,100.0,10.83,0.0,0.0,NR_5G,6.7010422542492085,5.299296196342144,0.3293037471426004,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_006,0.3878,22.66,14.66,-57.549,1.806e-05,368.896,1.08,1.05,22.01,0.001293,0.0,0.0,86.312,4.92,0.0,0.0,NR_5G,5.913221885046498,4.7432822299752,0.7178397931503169,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_007,0.3878,22.075,18.46,-59.823,1.654e-05,461.453,1.27,0.88,103.84,0.001293,0.0,0.0,99.61,6.15,0.0,0.0,NR_5G,6.136544930167031,4.7814644685262495,0.6312717768418579,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,0.8485,9.549,7.701,-65.267,0.00102159,208.832,1.03,0.05,-73.49,0.002828,0.0,0.0,61.953,2.78,0.0,0.0,NR_5G,5.3463072105466996,2.990723366460945,0.048790164169432,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_009,0.8485,8.632,5.612,-64.192,0.01000483,166.083,1.13,0.39,-22.94,0.002828,0.0,0.0,54.643,2.21,0.0,0.0,NR_5G,5.1184906949382105,1.999790286363589,0.3293037471426004,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,0.3878,28.484,22.918,-54.728,3.9e-06,571.545,1.35,2.64,10.07,0.001293,0.0,0.0,100.0,7.62,0.0,0.0,NR_5G,6.350091334959458,5.408935281615956,1.2919836816486494,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_011,0.8485,9.629,1.047,-66.13,0.01000806,88.822,1.55,20.57,-10.06,0.002828,0.0,0.0,38.663,1.18,0.0,0.0,NR_5G,4.4978299341674255,1.9996500995951025,3.071303460401065,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,0.2738,27.337,23.833,-55.068,1.02e-05,594.239,1.08,0.38,-66.56,0.000913,0.0,0.0,100.0,7.92,0.0,0.0,NR_5G,6.388963005565814,4.991399785660194,0.3220834991691133,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,0.8485,17.148,8.596,-62.355,0.00100504,228.164,1.15,0.46,-90.95,0.002828,0.0,0.0,65.085,3.04,0.0,0.0,NR_5G,5.434437904441277,2.99781665280284,0.3784364357202451,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,0.6738,25.343,18.638,-58.127,1.222e-05,465.822,1.27,2.11,-24.81,0.002246,0.0,0.0,100.0,6.21,0.0,0.0,NR_5G,6.145948028693448,4.91292875855382,1.1346227261911428,Indoor,"NR_5G,WiFi,SAT (LEO)"
UE_015,0.8485,15.713,12.055,-60.934,0.00100024,306.879,1.1,1.38,-40.99,0.002828,0.0,0.0,77.192,4.09,0.0,0.0,NR_5G,5.729706848642134,2.9998957813958333,0.8671004876833833,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_016,0.2108,27.247,18.608,-56.935,1.048e-05,465.084,1.62,0.02,-39.04,0.000703,0.0,0.0,100.0,6.2,0.0,0.0,NR_5G,6.144365875391943,4.979638675911981,0.019802627296179712,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,0.5028,20.693,13.325,-58.001,0.00102078,336.912,1.5,0.05,-41.36,0.001676,0.0,0.0,81.639,4.49,0.0,0.0,NR_5G,5.822785506555179,2.9910678471852417,0.048790164169432,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_018,0.8485,12.862,4.841,-61.925,0.01001348,151.316,1.37,25.48,87.01,0.002828,0.0,0.0,51.945,2.02,0.0,0.0,NR_5G,5.02595731019404,1.9994149652199065,3.2763897310688073,Indoor,"NR_5G,WiFi,SAT (LEO)"
