UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_006673,0.0099,50.19,44.2537,-44.81,9.7e-09,0.14,1.5,0.3885,-14.202,3.3e-05,0,0,73.7673,11.632386,WiFi6_2.4GHz,0.1310282624064041,8.013183495414463,0.3282240277647172
UE_006674,0.0016,40.45,36.6688,-54.55,4.7e-09,0.18,1.5,0.2428,0.6788,5e-06,0,0,76.3204,11.418658,WiFi6_2.4GHz,0.16551443847757338,8.327809748811747,0.21736689853675528
UE_006675,0.0033,44.25,40.8536,-50.75,6.9e-09,0.63,1.5,0.2059,12.3776,1.1e-05,0,0,76.5445,11.436146,WiFi6_2.4GHz,0.48858001481867097,8.161087972594002,0.1872261761274098
UE_006676,0.0116,51.39,43.2214,-43.61,9e-10,0.69,1.5,0.2564,-13.9989,3.9e-05,0,0,73.863,12.016891,WiFi6_2.4GHz,0.5247285289349821,9.045275209020938,0.22825048868235442
UE_006677,0.0024,37.22,32.4636,-57.78,6.8e-09,0.86,1.5,0.174,-3.438,8e-06,0,0,77.6164,11.723034,WiFi6_2.4GHz,0.6205764877251099,8.167427225153821,0.16041672140590468
UE_006678,0.0114,25.74,24.158,-69.26,9.4981e-06,0.6,1.5,0.4932,4.4511,3.8e-05,0,0,64.4729,6.725621,WiFi6_2.4GHz,0.4700036292457356,5.02236321657023,0.40092146805829176
UE_006679,0.0114,4.54,-2.1238,-90.46,0.0759979875,0.47,1.5,35.735,3.7933,3.8e-05,0,0,23.8052,0.866045,WiFi6_2.4GHz,0.3852624007906449,1.1191979080979302,3.6037299790722406
UE_006680,0.0068,15.55,12.3768,-79.45,2.55843e-05,0.45,1.5,1.7188,0.805,2.3e-05,0,0,54.0574,3.532075,WiFi6_2.4GHz,0.37156355643248307,4.592026444081343,1.000190606490346
UE_006681,0.0084,43.63,38.14,-51.37,3.3e-09,0.59,1.5,0.3162,11.5238,2.8e-05,0,0,78.8405,11.57699,WiFi6_2.4GHz,0.46373401623214017,8.481354475669688,0.2747487970398817
UE_006682,0.0105,0.7,-2.4237,-94.3,0.058461725,0.8,1.5,27.7365,15.6828,3.5e-05,0,0,22.9567,0.318744,WiFi6_2.4GHz,0.5877866649021191,1.2331283742785661,3.3581680917456977
UE_006683,0.0026,35.35,32.0863,-59.65,5.4e-09,0.08,1.5,0.1469,-9.234,9e-06,0,0,75.2432,11.393863,WiFi6_2.4GHz,0.07696104113612832,8.267525822718806,0.13706265038833976
UE_006684,0.0055,48.44,42.0332,-46.56,4e-10,0.06,1.5,0.1018,1.7969,1.8e-05,0,0,79.1208,11.386674,WiFi6_2.4GHz,0.058268908123975775,9.396855627379818,0.0969452060564791
UE_006685,0.0096,62.41,55.2327,-32.59,5.5e-09,0.1,1.5666,0.0708,14.1364,3.2e-05,0,0,80.279,11.854044,WiFi6_2.4GHz,0.09531017980432487,8.259558355050235,0.0684060326640604
UE_006686,0.0107,24.92,18.7848,-70.08,0.0009967086,0.07,1.5,1.2417,11.8445,3.6e-05,0,0,66.4101,5.127456,WiFi6_2.4GHz,0.06765864847381481,3.0014317940208666,0.8072345065977132
UE_006687,0.0072,17.17,9.9701,-77.83,0.0001774527,1.62,1.5,1.1745,-10.537,2.4e-05,0,0,55.0422,3.668039,WiFi6_2.4GHz,0.9631743177730056,3.7509173858882776,0.7767987530555561
UE_006688,0.0124,2.9,-2.8761,-92.1,0.1452713054,0.34,1.5,16.7184,-15.7347,4.1e-05,0,0,36.3622,0.655692,WiFi6_2.4GHz,0.29266961396282,0.8378201609028673,2.874603647646511
UE_006689,0.0032,22.93,15.9811,-72.07,0.0004103743,0.39,1.5,1.7368,-11.7519,1.1e-05,0,0,60.6173,5.248035,WiFi6_2.4GHz,0.3293037471426004,3.3868198440057684,1.0067893546812579
UE_006690,0.0052,23.54,18.2406,-71.46,0.000408682,0.5,1.5,1.5024,-2.6844,1.7e-05,0,0,61.8842,5.574309,WiFi6_2.4GHz,0.4054651081081644,3.3886144888812884,0.9172502713688548
UE_006691,0.0013,51.35,44.0623,-43.65,7.5e-09,0.88,1.5,0.4865,12.6264,4e-06,0,0,79.2062,11.671613,WiFi6_2.4GHz,0.6312717768418579,8.124880834537432,0.3964243634560153
UE_006692,0.0038,32.96,27.3318,-62.04,1.8972e-06,1.01,2.007,0.1365,-9.9587,1.3e-05,0,0,73.1468,10.414829,WiFi6_2.4GHz,0.6981347220709844,5.721886655106838,0.12795336431046087
UE_006693,0.0134,23.33,17.5388,-71.67,0.0006884477,0.66,1.5,0.7991,-11.4884,4.5e-05,0,0,61.9598,5.397865,WiFi6_2.4GHz,0.5068176023684519,3.1621290460095377,0.5872865398604368
UE_006694,0.0031,6.53,0.3953,-88.47,0.0224621829,0.76,1.5,26.3223,4.9141,1e-05,0,0,31.7038,1.309317,WiFi6_2.4GHz,0.5653138090500605,1.6485480407819333,3.30770321856752
UE_006695,0.0137,20.31,13.403,-74.69,0.0009679384,0.25,1.5,1.5137,-7.9931,4.6e-05,0,0,59.9946,4.58169,WiFi6_2.4GHz,0.22314355131420976,3.014152280043896,0.9217557713052134
UE_006696,0.0072,19.02,12.7061,-75.98,0.0006684015,0.23,1.5,1.917,-9.568,2.4e-05,0,0,62.6654,4.40653,WiFi6_2.4GHz,0.20701416938432615,3.174962583501439,1.0705556908855844
UE_006697,0.001,36.31,28.6514,-58.69,5.4e-09,0.24,1.5,0.4966,-4.2291,3e-06,0,0,73.9483,11.897594,WiFi6_2.4GHz,0.2151113796169455,8.267525822718806,0.4031958686641211
UE_006698,0.0122,7.67,0.4624,-87.33,0.0022803062,0.33,1.5,35.8248,-12.0935,4.1e-05,0,0,26.285,1.284169,WiFi6_2.4GHz,0.2851789422336624,2.6420068317382133,3.606171531240938
UE_006699,0.008,-4.0,-12.2487,-99.0,0.1327369451,0.37,1.5,9.5427,-15.4556,2.7e-05,0,0,37.1282,0.215082,WiFi6_2.4GHz,0.31481073984003355,0.8770081817297259,2.3554336772909794
UE_006700,0.0088,8.76,2.5666,-86.24,0.0346192974,0.33,1.5,24.9874,8.9559,2.9e-05,0,0,33.4706,1.300684,WiFi6_2.4GHz,0.2851789422336624,1.460681750382203,3.2576118051728797
UE_006701,0.007,24.55,17.3361,-70.45,0.000258528,0.59,1.5,1.5334,-15.4564,2.3e-05,0,0,65.722,5.311596,WiFi6_2.4GHz,0.46373401623214017,3.587492411869047,0.9295622740673951
UE_006702,0.0071,14.47,7.9146,-80.53,0.0420683118,0.34,1.5,6.4363,11.2973,2.4e-05,0,0,50.5062,2.457892,WiFi6_2.4GHz,0.29266961396282,1.3760449158465882,2.0063734133165028
UE_006703,0.0025,26.86,17.3025,-68.14,1.7791e-06,1.32,1.5,0.1072,9.7201,8e-06,0,0,65.0659,7.20821,WiFi6_2.4GHz,0.8415671856782186,5.749799396211988,0.10183430588126807
UE_006704,0.0045,45.04,37.3112,-49.96,9.1e-09,1.01,1.5,0.0039,-8.5566,1.5e-05,0,0,79.0266,11.845401,WiFi6_2.4GHz,0.6981347220709844,8.040910885632607,0.0038924147153438387
UE_006705,0.0016,46.97,43.1848,-48.03,8.9e-09,1.37,1.5,0.1795,6.7122,5e-06,0,0,76.643,11.459733,WiFi6_2.4GHz,0.8628899551470399,8.050561198963496,0.16509061986559265
UE_006706,0.0057,14.24,8.0517,-80.76,0.0079084368,1.14,1.5,5.219,-0.5101,1.9e-05,0,0,52.6418,2.415577,WiFi6_2.4GHz,0.76080582903376,2.1019093516212504,1.8276091221217523
UE_006707,0.0116,14.32,8.1533,-80.68,0.0417953353,0.39,1.5,5.4515,-15.6892,3.9e-05,0,0,51.3992,2.2121,WiFi6_2.4GHz,0.3293037471426004,1.3788721863130524,1.8643126619097636
UE_006708,0.0079,31.38,23.7861,-63.62,8.6654e-06,0.66,1.5,0.0428,2.5284,2.6e-05,0,0,74.234,7.710168,WiFi6_2.4GHz,0.5068176023684519,5.062211335078437,0.04190940307720961
UE_006709,0.0097,10.08,5.1908,-84.92,0.0261729452,0.62,1.5,2.5491,15.0478,3.2e-05,0,0,51.5217,1.984386,WiFi6_2.4GHz,0.4824261492442927,1.5821474041246206,1.2666940502186506
UE_006710,0.0019,19.78,16.1449,-75.22,0.0004088673,0.58,1.5,1.9105,-6.3566,6e-06,0,0,59.1062,4.79199,WiFi6_2.4GHz,0.4574248470388754,3.3884176205855714,1.0683248877296532
UE_006711,0.0132,63.76,60.1607,-31.24,8.1e-09,0.5,1.5,0.2376,-5.2281,4.4e-05,0,0,78.8955,11.607544,WiFi6_2.4GHz,0.4054651081081644,8.09146136782804,0.2131740202767193
UE_006712,0.0085,47.92,40.4207,-47.08,9e-10,1.89,1.5,0.2582,-12.4148,2.8e-05,0,0,80.4926,11.609304,WiFi6_2.4GHz,1.0612565021243408,9.045275209020938,0.2296821281537922
UE_006713,0.0072,21.05,16.3733,-73.95,0.0004655888,0.5,1.5,0.6114,-4.8725,2.4e-05,0,0,60.0901,4.968573,WiFi6_2.4GHz,0.4054651081081644,3.331997474497335,0.47710336636095857
UE_006714,0.0046,38.6,33.088,-56.4,8.2e-09,0.34,1.5,0.1545,-1.8211,1.5e-05,0,0,73.6343,12.340796,WiFi6_2.4GHz,0.29266961396282,8.08613318810376,0.143667349812413
UE_006715,0.0047,1.11,-4.9253,-93.89,0.0572006108,0.03,1.5,10.8988,-2.1738,1.6e-05,0,0,36.8924,0.1,WiFi6_2.4GHz,0.0295588022415444,1.2425993336879628,2.476437554696621
UE_006716,0.0075,31.32,25.414,-63.68,3.234e-06,3.84,1.5,0.1455,13.2918,2.5e-05,0,0,70.8646,7.647832,WiFi6_2.4GHz,1.5769147207285403,5.490259850139446,0.13584122291141315
UE_006717,0.0091,13.84,6.3694,-81.16,0.0395499609,0.05,1.5,3.4108,8.6923,3e-05,0,0,52.7974,2.250105,WiFi6_2.4GHz,0.04879016416943201,1.402853941508614,1.4840560789023864
UE_006718,0.0071,20.34,15.9887,-74.66,0.0001980994,0.03,1.5,0.868,2.0402,2.4e-05,0,0,61.5534,4.75767,WiFi6_2.4GHz,0.0295588022415444,3.7031168376506907,0.6248683398066509
UE_006719,0.0045,36.19,31.6561,-58.81,8e-09,0.08,1.5,0.1215,14.4912,1.5e-05,0,0,74.3872,11.771666,WiFi6_2.4GHz,0.07696104113612832,8.09685572959046,0.11466707497812595
UE_006720,0.0137,10.06,4.8065,-84.94,0.022419029,0.07,1.5,5.1542,9.7932,4.6e-05,0,0,50.3824,1.692091,WiFi6_2.4GHz,0.06765864847381481,1.649383201225421,1.8171347755592833
UE_006721,0.0056,25.17,17.4047,-69.83,8.941e-07,0.09,1.5,0.247,5.218,1.9e-05,0,0,64.9107,7.090468,WiFi6_2.4GHz,0.08617769624105233,6.0486134193863,0.2207406666978994
UE_006722,0.0088,56.3,53.0298,-38.7,1.7e-09,0.07,1.5,0.4469,2.9545,2.9e-05,0,0,79.5536,12.006343,WiFi6_2.4GHz,0.06765864847381481,8.769295686387432,0.36942333676089883
UE_006723,0.0138,46.73,42.0715,-48.27,8e-09,1.01,1.5,0.4989,-9.9267,4.6e-05,0,0,80.5972,11.56532,WiFi6_2.4GHz,0.6981347220709844,8.09685572959046,0.404731505754413
UE_006724,0.0083,59.51,54.3996,-35.49,4e-09,0.97,1.5,0.0074,-11.5588,2.8e-05,0,0,80.6588,11.723621,WiFi6_2.4GHz,0.6780335427498971,8.397831448621004,0.007372754329413085
UE_006725,0.008,70.05,63.9204,-24.95,8.7e-09,1.14,1.5,0.4641,14.6438,2.7e-05,0,0,78.2628,11.446126,WiFi6_2.4GHz,0.76080582903376,8.060430831344098,0.38124071921729946
UE_006726,0.0115,52.74,50.6336,-42.26,8e-09,0.77,1.5,0.2376,7.7129,3.8e-05,0,0,78.5976,11.801665,WiFi6_2.4GHz,0.5709795465857378,8.09685572959046,0.2131740202767193
UE_006727,0.0139,25.22,19.8984,-69.78,4.3882e-06,0.04,1.5,0.0831,3.754,4.6e-05,0,0,65.6432,7.077926,WiFi6_2.4GHz,0.039220713153281295,5.357713487936065,0.07982729985955439
UE_006728,0.0067,5.32,-0.2196,-89.68,0.0056999112,0.05,1.5,15.092,-6.9088,2.2e-05,0,0,40.0331,1.1317,WiFi6_2.4GHz,0.04879016416943201,2.2441319101548944,2.778322254087542
UE_006729,0.0065,4.73,-2.4273,-90.27,0.0613073921,0.05,1.5,27.0815,-5.2516,2.2e-05,0,0,29.46,0.631633,WiFi6_2.4GHz,0.04879016416943201,1.2124871575350387,3.3351109965342958
UE_006730,0.0041,44.76,38.1627,-50.24,7.5e-09,0.06,1.5,0.1673,8.5858,1.4e-05,0,0,77.3873,11.967857,WiFi6_2.4GHz,0.058268908123975775,8.124880834537432,0.15469338967648052
UE_006731,0.005,70.0,65.3173,-25.0,4.9e-09,0.3,1.5,0.2741,-1.6998,1.7e-05,0,0,77.9004,11.680631,WiFi6_2.4GHz,0.26236426446749106,8.30971529748737,0.24224004700519813
UE_006732,0.0023,49.59,45.3615,-45.41,9.2e-09,0.36,1.5,0.4761,-14.7443,8e-06,0,0,79.3311,11.711554,WiFi6_2.4GHz,0.3074846997479606,8.036164969297852,0.38940347456081403
UE_006733,0.0119,15.95,13.3048,-79.05,0.0003139837,0.23,1.5,1.8593,-13.1077,4e-05,0,0,53.9229,3.433268,WiFi6_2.4GHz,0.20701416938432615,3.5030928957149468,1.0505768396295527
UE_006734,0.0129,33.22,27.4868,-61.78,4.5876e-06,0.2,1.5,0.0921,-14.8286,4.3e-05,0,0,71.4489,10.321412,WiFi6_2.4GHz,0.18232155679395462,5.338414361266324,0.08810244822154566
UE_006735,0.0031,29.64,23.9722,-65.36,6.764e-06,0.99,1.5,0.1316,-5.1131,1e-05,0,0,67.1981,7.860986,WiFi6_2.4GHz,0.688134638736401,5.169796336867547,0.12363256044527507
UE_006736,0.0086,15.72,9.5435,-79.28,0.0005112953,1.1,1.5,1.0867,-10.8944,2.9e-05,0,0,55.271,2.916297,WiFi6_2.4GHz,0.7419373447293773,3.2913281985880496,0.735583870757202
UE_006737,0.0074,28.58,19.9039,-66.42,3.776e-06,1.08,1.5,0.27,9.9627,2.5e-05,0,0,66.3848,7.813301,WiFi6_2.4GHz,0.7323678937132266,5.422967899359556,0.23901690047049992
UE_006738,0.0013,33.96,28.366,-61.04,6.0876e-06,0.74,1.5,0.2891,-11.0992,4e-06,0,0,70.0299,10.692462,WiFi6_2.4GHz,0.5538851132264376,5.215553820294139,0.25394430046692207
UE_006739,0.0056,44.57,38.2222,-50.43,9.4e-09,0.6,1.5,0.4737,8.5171,1.9e-05,0,0,76.3335,11.569448,WiFi6_2.4GHz,0.4700036292457356,8.026825947317027,0.3877762452370802
UE_006740,0.0076,15.7,8.3839,-79.3,0.0005649512,0.49,1.5,1.1295,9.3501,2.5e-05,0,0,54.8126,3.151492,WiFi6_2.4GHz,0.3987761199573678,3.2479890637764903,0.7558872103811312
UE_006741,0.0021,46.02,39.853,-48.98,4.3e-09,0.49,1.5,0.0308,-8.8257,7e-06,0,0,77.8337,11.782084,WiFi6_2.4GHz,0.3987761199573678,8.366430557445907,0.030335199796072947
UE_006742,0.01,51.19,47.0953,-43.81,3.3e-09,0.53,1.5,0.4525,-4.8459,3.3e-05,0,0,80.4503,11.82477,WiFi6_2.4GHz,0.4252677354043441,8.481354475669688,0.37328620974392923
UE_006743,0.0104,42.98,36.8389,-52.02,3.3e-09,0.05,1.5,0.4602,1.8062,3.5e-05,0,0,76.2356,11.741363,WiFi6_2.4GHz,0.04879016416943201,8.481354475669688,0.37857341263984834
UE_006744,0.0104,6.88,0.9618,-88.12,0.031871668,0.07,1.5,34.3114,-2.3452,3.5e-05,0,0,28.1607,1.118866,WiFi6_2.4GHz,0.06765864847381481,1.4965952071671842,3.5642058579789966
UE_006745,0.0092,13.64,9.2172,-81.36,0.0212282787,0.06,1.5,6.7522,-0.5454,3.1e-05,0,0,51.2863,2.272459,WiFi6_2.4GHz,0.058268908123975775,1.6730852192567158,2.047976674049258
UE_006746,0.0027,37.73,33.6576,-57.27,8.8e-09,0.06,1.5,0.3954,-3.1373,9e-06,0,0,75.3047,11.72657,WiFi6_2.4GHz,0.058268908123975775,8.05546797900802,0.3331811125229991
UE_006747,0.0011,-1.26,-7.6214,-96.26,0.0840338477,0.42,1.5,33.1101,-15.2225,4e-06,0,0,24.23,0.104098,WiFi6_2.4GHz,0.35065687161316933,1.0755457507367234,3.529593528117843
UE_006748,0.0132,50.13,47.7493,-44.87,1.9e-09,0.47,1.5,0.2727,-0.8676,4.4e-05,0,0,82.1647,11.663612,WiFi6_2.4GHz,0.3852624007906449,8.721017883134557,0.2411406280158644
UE_006749,0.0089,20.0,18.7357,-75.0,0.0005532077,0.45,1.5,0.8448,-0.6079,3e-05,0,0,63.0196,4.510053,WiFi6_2.4GHz,0.37156355643248307,3.2571117828676326,0.6123708705326575
UE_006750,0.0102,22.76,15.9702,-72.24,0.0006401094,3.43,1.5,1.0452,-2.4804,3.4e-05,0,0,65.4621,5.5674,WiFi6_2.4GHz,1.4883995840570443,3.193745794468882,0.7154955842237071
UE_006751,0.008,25.92,23.2,-69.08,4.294e-06,1.14,1.5,0.1902,-5.2934,2.7e-05,0,0,66.2881,7.118407,WiFi6_2.4GHz,0.76080582903376,5.36713785875994,0.17412136022861466
UE_006752,0.0067,46.94,43.0071,-48.06,4.5e-09,0.85,1.5,0.3564,14.5434,2.2e-05,0,0,77.3708,11.92378,WiFi6_2.4GHz,0.6151856390902335,8.346690987061521,0.3048341312693465
UE_006753,0.0069,8.21,6.7116,-86.79,0.0338080635,0.92,1.5,25.0341,-3.6801,2.3e-05,0,0,35.1055,1.49532,WiFi6_2.4GHz,0.6523251860396903,1.4709797045644786,3.25940721716772
UE_006754,0.0094,37.68,30.222,-57.32,6.9e-09,0.93,1.5,0.293,14.052,3.1e-05,0,0,76.4393,11.72471,WiFi6_2.4GHz,0.6575200029167942,8.161087972594002,0.25696509978972043
UE_006755,0.013,50.08,41.7413,-44.92,6.8e-09,0.93,1.5,0.466,-9.7317,4.3e-05,0,0,76.4712,12.020744,WiFi6_2.4GHz,0.6575200029167942,8.167427225153821,0.38253760346445975
UE_006756,0.006,31.43,26.6371,-63.57,5.06e-07,1.21,1.5,0.3484,-6.5996,2e-05,0,0,73.9276,7.564489,WiFi6_2.4GHz,0.7929925155296614,6.295848624871559,0.2989187043777686
UE_006757,0.009,41.09,33.8918,-53.91,3.8e-09,0.56,1.5,0.3066,11.9395,3e-05,0,0,73.7653,11.780043,WiFi6_2.4GHz,0.44468582126144574,8.420102130396897,0.26742834342451294
UE_006758,0.0011,42.81,36.5983,-52.19,9.2e-09,0.85,1.5,0.1661,-6.5246,4e-06,0,0,82.1621,11.629401,WiFi6_2.4GHz,0.6151856390902335,8.036164969297852,0.1536648475441501
UE_006759,0.0024,0.45,-5.8337,-94.55,0.1202187343,0.2,1.5,8.5621,15.9575,8e-06,0,0,39.4259,0.34482,WiFi6_2.4GHz,0.18232155679395462,0.9200278487262863,2.257807368212393
UE_006760,0.0043,47.66,42.3812,-47.34,8.6e-09,0.25,1.5,0.2413,-11.9139,1.4e-05,0,0,78.565,11.867877,WiFi6_2.4GHz,0.22314355131420976,8.065451052333852,0.21615921753976508
UE_006761,0.009,7.77,1.8647,-87.23,0.003802336,0.33,1.5,25.3511,5.7312,3e-05,0,0,33.5168,0.945873,WiFi6_2.4GHz,0.2851789422336624,2.4199495084772513,3.271510019846593
UE_006762,0.0089,68.84,63.8146,-26.16,1.3e-09,0.18,1.5,0.0407,9.3165,3e-05,0,0,76.9198,11.839159,WiFi6_2.4GHz,0.16551443847757338,8.885722703438415,0.039893563661676665
UE_006763,0.0058,43.37,36.9109,-51.63,7e-10,1.36,1.5,0.3744,14.9698,1.9e-05,0,0,78.5456,11.920745,WiFi6_2.4GHz,0.8586616190375187,9.154281982033341,0.31801727224785387
UE_006764,0.003,21.37,13.6371,-73.63,0.0003276932,1.18,1.5,1.9151,-8.034,1e-05,0,0,58.713,5.477467,WiFi6_2.4GHz,0.7793248768009976,3.4845325692945064,1.0699041245313659
UE_006765,0.0047,34.68,28.4302,-60.32,9.2398e-06,1.37,1.5,0.1193,0.133,1.6e-05,0,0,73.0939,10.595897,WiFi6_2.4GHz,0.8628899551470399,5.034337382192509,0.1127034899130848
UE_006766,0.011,31.11,23.8604,-63.89,9.0888e-06,1.1,1.5,0.242,12.1004,3.7e-05,0,0,71.8218,7.572957,WiFi6_2.4GHz,0.7419373447293773,5.041493405384092,0.21672298351128702
UE_006767,0.0121,18.02,11.91,-76.98,0.0006074227,0.02,1.5,0.5122,-1.8435,4e-05,0,0,59.697,3.687234,WiFi6_2.4GHz,0.019802627296179712,3.2165089813759287,0.41356554414203245
UE_006768,0.0095,7.72,5.785,-87.28,0.0115152929,0.02,1.5,14.7366,6.0066,3.2e-05,0,0,40.3265,0.783062,WiFi6_2.4GHz,0.019802627296179712,1.9387250109198764,2.755989209490517
UE_006769,0.0032,48.18,41.0842,-46.82,9.2e-09,0.04,1.5,0.2561,-6.4746,1.1e-05,0,0,79.3752,11.610052,WiFi6_2.4GHz,0.039220713153281295,8.036164969297852,0.22801168271107028
UE_006770,0.0141,55.38,49.3738,-39.62,1e-08,0.04,1.5,0.1788,3.9985,4.7e-05,0,0,76.282,11.636266,WiFi6_2.4GHz,0.039220713153281295,7.999956572723137,0.1644969718814026
UE_006771,0.0133,0.52,-3.3991,-94.48,0.1497701122,0.91,1.5,10.0191,6.3877,4.4e-05,0,0,39.5189,0.495513,WiFi6_2.4GHz,0.6471032420585385,0.824574844855756,2.3996301306981476
UE_006772,0.0062,14.14,8.8771,-80.86,0.0427484047,1.41,1.5,4.0561,-9.3312,2.1e-05,0,0,55.4952,2.468476,WiFi6_2.4GHz,0.8796267475025636,1.3690800877774494,1.6205954351299774
UE_006773,0.002,14.0,7.6857,-81.0,0.0335676559,1.11,1.5,3.2019,15.1875,7e-06,0,0,50.9247,2.313266,WiFi6_2.4GHz,0.7466879474879752,1.4740789853771128,1.4355368039482899
UE_006774,0.0046,6.04,0.9083,-88.96,0.0197723552,1.69,1.5,9.4405,10.7169,1.5e-05,0,0,43.4942,0.850532,WiFi6_2.4GHz,0.9895411936137477,1.70394159624643,2.3456924740279796
UE_006775,0.0069,4.61,-0.4602,-90.39,0.0826574398,0.91,1.5,36.7258,0.9873,2.3e-05,0,0,26.808,0.705246,WiFi6_2.4GHz,0.6471032420585385,1.082718050512302,3.6303442105258195
UE_006776,0.0068,35.24,27.0296,-59.76,8.2e-09,0.83,1.5,0.0395,8.7025,2.3e-05,0,0,74.0199,11.638386,WiFi6_2.4GHz,0.6043159668533296,8.08613318810376,0.03873982831593056
UE_006777,0.011,1.91,-3.3552,-93.09,0.1482826338,0.71,1.5,8.7814,7.3,3.7e-05,0,0,38.4046,0.554219,WiFi6_2.4GHz,0.5364933705145685,0.8289097086211483,2.2804826230860984
UE_006778,0.0022,49.01,42.3171,-45.99,8.1e-09,0.75,1.5,0.3687,5.1599,7e-06,0,0,78.6705,11.278589,WiFi6_2.4GHz,0.5596157879354227,8.09146136782804,0.3138613842350836
UE_006779,0.0051,25.01,19.2624,-69.99,1.3017e-06,0.26,1.5,0.3942,-8.5157,1.7e-05,0,0,66.6238,7.132614,WiFi6_2.4GHz,0.23111172096338664,5.885488761514869,0.3323207740701613
UE_006780,0.0038,55.32,49.6328,-39.68,9.9e-09,0.25,1.5,0.3471,-9.0372,1.3e-05,0,0,77.044,11.715618,WiFi6_2.4GHz,0.22314355131420976,8.004320939488379,0.2979541337223852
UE_006781,0.0115,8.93,4.718,-86.07,0.0106502145,0.23,1.5,10.2,0.4986,3.8e-05,0,0,45.0107,1.852885,WiFi6_2.4GHz,0.20701416938432615,1.9726416452146758,2.4159137783010487
UE_006782,0.0099,58.84,55.6325,-36.16,2.6e-09,0.38,1.5,0.4542,6.9163,3.3e-05,0,0,77.4192,11.890183,WiFi6_2.4GHz,0.32208349916911333,8.584859647804127,0.3744559212338194
UE_006783,0.0069,23.57,19.382,-71.43,0.0005840412,0.58,1.5586,1.889,-15.8135,2.3e-05,0,0,66.0844,5.16316,WiFi6_2.4GHz,0.4574248470388754,3.2335565146413794,1.060910421484098
UE_006784,0.0016,52.76,46.1668,-42.24,4e-09,0.43,1.5,0.1716,-12.307,5e-06,0,0,74.1898,11.673257,WiFi6_2.4GHz,0.3576744442718159,8.397831448621004,0.15837033597144137
UE_006785,0.0114,33.48,28.8118,-61.52,4.9458e-06,0.52,1.5,0.393,-8.5974,3.8e-05,0,0,72.5305,10.519105,WiFi6_2.4GHz,0.41871033485818504,5.305763361961898,0.3314596947976687
UE_006786,0.0063,45.27,38.301,-49.73,9.2e-09,0.59,1.5,0.4196,7.9414,2.1e-05,0,0,77.7454,11.573611,WiFi6_2.4GHz,0.46373401623214017,8.036164969297852,0.35037514179020435
UE_006787,0.0135,9.51,3.272,-85.49,0.0377169836,0.25,1.5,15.5287,-9.8634,4.5e-05,0,0,43.5721,1.588538,WiFi6_2.4GHz,0.22314355131420976,1.4234630470540908,2.8050982638521793
UE_006788,0.011,35.4,29.0448,-59.6,7.3e-09,0.37,1.5,0.4312,15.5512,3.7e-05,0,0,77.7585,11.675401,WiFi6_2.4GHz,0.31481073984003355,8.136617651559213,0.3585132532123724
UE_006789,0.0066,28.36,19.8664,-66.64,5.2867e-06,0.25,1.5,0.2834,15.064,2.2e-05,0,0,67.1542,7.7079,WiFi6_2.4GHz,0.22314355131420976,5.276815251297574,0.2495128063342779
UE_006790,0.0114,44.71,40.7399,-50.29,3e-09,0.16,1.5,0.4377,-5.9915,3.8e-05,0,0,78.9488,11.60846,WiFi6_2.4GHz,0.14842000511827327,8.522734004575147,0.36304461444640973
UE_006791,0.0068,54.47,47.7093,-40.53,2.2e-09,0.48,1.5,0.1267,7.1023,2.3e-05,0,0,80.0007,12.302173,WiFi6_2.4GHz,0.3920420877760237,8.657379957446652,0.11929300618798318
UE_006792,0.0041,14.14,7.3003,-80.86,0.0413696929,0.41,1.5,7.32,8.4675,1.4e-05,0,0,52.4265,2.374053,WiFi6_2.4GHz,0.3435897043900769,1.3833177029840171,2.1186622548331173
UE_006793,0.0061,56.83,53.3484,-38.17,1.2e-09,0.34,1.5,0.3463,1.7376,2e-05,0,0,78.647,11.660734,WiFi6_2.4GHz,0.29266961396282,8.920456992597094,0.2973600890030521
UE_006794,0.0046,17.24,13.0685,-77.76,0.0001882956,0.48,1.5,0.5425,-4.9136,1.5e-05,0,0,58.3927,3.714455,WiFi6_2.4GHz,0.3920420877760237,3.725159825940542,0.4334044767974058
UE_006795,0.0046,21.15,15.85,-73.85,0.0003627114,0.4,1.5,1.6666,2.4514,1.5e-05,0,0,58.1561,5.385913,WiFi6_2.4GHz,0.33647223662121295,3.4404387931552436,0.9808042526992211
UE_006796,0.0073,55.88,53.1002,-39.12,8.8e-09,1.68,1.5,0.1519,2.9555,2.4e-05,0,0,80.2668,11.486248,WiFi6_2.4GHz,0.9858167945227653,8.05546797900802,0.14141275295032366
UE_006797,0.0119,15.58,12.0143,-79.42,0.0008498018,0.35,1.5,0.9817,14.179,4e-05,0,0,57.5828,3.247859,WiFi6_2.4GHz,0.30010459245033805,3.0706823528375455,0.6839550621910302
UE_006798,0.0029,30.63,26.7646,-64.37,5.1152e-06,0.39,1.5,0.2495,-10.5621,1e-05,0,0,72.4846,7.990682,WiFi6_2.4GHz,0.3293037471426004,5.2911372961696586,0.22274347129287003
